YEAR,MONTH_NUM,MONTH_MON,APT_ICAO,APT_NAME,STATE_NAME,TF,VALID_FL,NO_REF,TOTAL_REF_NB_FL,TOTAL_REF_TIME_MIN,TOTAL_ADD_TIME_MIN,COMMENT
2024,01,JAN,LOWW,Vienna,Austria,8040,8035,308,7727,34757.7,10661.300000000001,
2024,01,JAN,EBBR,Brussels,Belgium,6757,6681,317,6364,26392.9,8288.1,
2024,01,JAN,EBCI,Charleroi,Belgium,2891,2885,17,2868,11165.300000000001,3011.7000000000003,
2024,01,JAN,LBSF,Sofia,Bulgaria,2410,2390,33,2357,7314.8,3238.2000000000003,
2024,01,JAN,LDZA,Zagreb,Croatia,1768,1768,63,1705,5294.9000000000005,2335.1,
2024,01,JAN,LKPR,Prague,Czech Republic,3916,3881,109,3772,15314.2,6803.8,
2024,01,JAN,EKCH,Copenhagen - Kastrup,Denmark,7757,7746,634,7112,29715.453333333302,12599.73,
2024,01,JAN,EETN,Tallinn,Estonia,1390,1345,79,1266,4391,2343,
2024,01,JAN,EFHK,Helsinki - Vantaa,Finland,5842,5789,614,5175,21761.37,9686.046666666665,
2024,01,JAN,LFBO,Toulouse-Blagnac,France,2364,2363,94,2269,7090,2286,
2024,01,JAN,LFLL,Lyon-Saint-Exupéry,France,3293,3279,189,3090,12151,3935,
2024,01,JAN,LFML,Marseille-Provence,France,,,,,,,DATA ISSUE
2024,01,JAN,LFMN,Nice-Côte d’Azur,France,3824,3813,539,3274,9549.4,3624.6,
2024,01,JAN,LFPG,Paris-Charles-de-Gaulle,France,15875,15866,1106,14760,108874.8616666666,31985.605,
2024,01,JAN,LFPO,Paris-Orly,France,6718,6718,182,6536,28103.100000000002,10441.9,
2024,01,JAN,LFSB,Bâle-Mulhouse,France,2677,2540,55,2485,7196.6,1593.4,
2024,01,JAN,EDDB,Berlin - Brandenburg,Germany,5988,5985,410,5575,22733.8233333333,6618.243333333333,
2024,01,JAN,EDDC,Dresden,Germany,330,328,18,310,896,313,
2024,01,JAN,EDDE,Erfurt,Germany,169,109,24,85,262,143,
2024,01,JAN,EDDF,Frankfurt,Germany,15493,15491,1119,14372,103987.2333333333,37277.5333333333,
2024,01,JAN,EDDG,Muenster-Osnabrueck,Germany,755,628,64,564,665.965,531.535,
2024,01,JAN,EDDH,Hamburg,Germany,3863,3790,262,3528,13058.785,4559.514999999999,
2024,01,JAN,EDDK,Cologne-Bonn,Germany,3701,3600,495,3105,14952.220000000001,6859.8133333333335,
2024,01,JAN,EDDL,Dusseldorf,Germany,4730,4730,307,4423,13755.2616666667,4478.955,
2024,01,JAN,EDDM,Munich,Germany,10859,10765,267,10498,44917.700000000004,16190.300000000001,
2024,01,JAN,EDDN,Nuremberg,Germany,1709,1298,88,1210,3475.359999999999,946.29,
2024,01,JAN,EDDP,Leipzig-Halle,Germany,2864,2767,467,2300,9400.496666666666,4994.486666666666,
2024,01,JAN,EDDR,Saarbruecken,Germany,117,117,17,100,373,92,
2024,01,JAN,EDDS,Stuttgart,Germany,3017,2628,73,2555,8751.715,4214.351666666666,
2024,01,JAN,EDDV,Hanover,Germany,1969,1653,198,1455,5712.205,1948.978333333333,
2024,01,JAN,EDDW,Bremen,Germany,1090,832,115,717,1787.023333333333,738.443333333333,
2024,01,JAN,LGAV,Athens,Greece,7442,7417,595,6822,17021.4,9090.6,
2024,01,JAN,LHBP,Budapest - Ferihegy,Hungary,4280,4270,380,3890,12825.3416666667,5640.191666666666,
2024,01,JAN,BIKF,Keflavik,Iceland,,,,,,,NO DATA RECEIVED
2024,01,JAN,EICK,Cork,Ireland,1609,1338,195,1143,1890,817,
2024,01,JAN,EIDW,Dublin,Ireland,8409,8373,249,8124,44693.5,13969.5,
2024,01,JAN,LICC,Catania,Italy,2607,2606,5,2601,9228.5,3736.5,
2024,01,JAN,LIMC,Milan - Malpensa,Italy,7234,7213,136,7077,33452.7,14526.3166666667,
2024,01,JAN,LIME,Bergamo,Italy,4135,4127,24,4103,12765,7725,
2024,01,JAN,LIMF,Torino Caselle,Italy,1831,1818,18,1800,6856.7,5275.3,
2024,01,JAN,LIML,Milan - Linate,Italy,4450,4391,149,4242,12735,8531,
2024,01,JAN,LIPE,Bologna,Italy,2496,2496,79,2417,6307.098333333333,4059.835,
2024,01,JAN,LIPZ,Venice,Italy,2594,2594,40,2554,11179,3525,
2024,01,JAN,LIRA,Rome - Ciampino,Italy,1631,1630,78,1552,6699.8,3587.2000000000003,
2024,01,JAN,LIRF,Rome - Fiumicino,Italy,10467,10464,445,10019,71637.3,29010.7,
2024,01,JAN,LIRN,Naples,Italy,2371,2353,22,2331,9135.6,2836.4,
2024,01,JAN,EVRA,Riga,Latvia,2006,2000,34,1966,5752,3805,
2024,01,JAN,ELLX,Luxembourg,Luxembourg,2784,2596,12,2584,8734.4,3728.6,
2024,01,JAN,LMML,Malta,Malta,2570,2557,139,2418,6709,3032,
2024,01,JAN,GMMN,Mohammed V International,Morocco,,,,,,,NO DATA RECEIVED
2024,01,JAN,GMMX,Menara,Morocco,,,,,,,NO DATA RECEIVED
2024,01,JAN,EHAM,Amsterdam - Schiphol,Netherlands,18252,17998,2031,15967,108195.10499999991,36059.145000000004,
2024,01,JAN,ENBR,Bergen,Norway,,,,,,,DATA ISSUE
2024,01,JAN,ENGM,Oslo - Gardermoen,Norway,7280,7004,167,6837,22135.8,15052.7,
2024,01,JAN,ENVA,Trondheim,Norway,,,,,,,DATA ISSUE
2024,01,JAN,ENZV,Stavanger,Norway,,,,,,,DATA ISSUE
2024,01,JAN,EPWA,Warszawa - Chopina,Poland,6504,6470,333,6137,18437.3716666667,7555.078333333333,
2024,01,JAN,LPFR,Faro,Portugal,1235,1235,11,1224,3814.336666666666,1040.48,
