YEAR,MONTH_NUM,MONTH_MON,APT_ICAO,APT_NAME,STATE_NAME,TF,VALID_FL,NO_REF,TOTAL_REF_NB_FL,TOTAL_REF_TIME_MIN,TOTAL_ADD_TIME_MIN,COMMENT
2018,01,JAN,ESGG,Göteborg,Sweden,2726,2726,129,2597,7238,3479,
2018,01,JAN,ESSA,Stockholm - Arlanda,Sweden,9123,9121,760,8361,44211.8683333333,15278.9316666667,
2018,01,JAN,LSGG,Geneva,Switzerland,7770,7769,337,7432,21295.5733333333,9384.943333333335,
2018,01,JAN,LSZH,Zürich,Switzerland,10317,10316,620,9696,37638.738333333305,13746.9616666667,
2018,01,JAN,LTFM,Istanbul,Türkiye,,,,,,,NO DATA RECEIVED
2018,01,JAN,EGBB,Birmingham,United Kingdom,3828,3804,39,3765,13517.4266666667,4062.123333333333,
2018,01,JAN,EGCC,Manchester,United Kingdom,6762,6714,192,6522,30806.2,13740.800000000001,
2018,01,JAN,EGGD,Bristol,United Kingdom,2488,2376,31,2345,8042,2924,
2018,01,JAN,EGGW,London - Luton,United Kingdom,4699,4673,35,4638,17471.9,8991.1,
2018,01,JAN,EGKK,London - Gatwick,United Kingdom,9549,9548,392,9156,50063.6,14950.4,
2018,01,JAN,EGLC,London - City,United Kingdom,3170,3170,0,3170,5503,4630,
2018,01,JAN,EGLL,London - Heathrow,United Kingdom,19080,19076,366,18710,97082.945,48450.055,
2018,01,JAN,EGNT,Newcastle,United Kingdom,1720,1439,19,1420,6215,259,
2018,01,JAN,EGPD,Aberdeen,United Kingdom,2520,2504,47,2457,5873,3744.9500000000003,
2018,01,JAN,EGPF,Glasgow,United Kingdom,3232,3217,85,3132,9767,5793,
2018,01,JAN,EGPH,Edinburgh,United Kingdom,4433,4432,84,4348,17094.5,9680.5,
2018,01,JAN,EGSS,London - Stansted,United Kingdom,7196,7142,298,6844,31730,13603,
2018,02,FEB,LOWW,Vienna,Austria,8004,7999,144,7855,39811.8,12328.766666666701,
2018,02,FEB,EBBR,Brussels,Belgium,8232,8118,937,7181,28026,8342,
2018,02,FEB,EBCI,Charleroi,Belgium,2251,2243,22,2221,8604,1637,
2018,02,FEB,LBSF,Sofia,Bulgaria,1974,1974,94,1880,7240,2323,
2018,02,FEB,LDZA,Zagreb,Croatia,1344,1343,85,1258,4077.4,1946.6000000000001,
2018,02,FEB,LKPR,Prague,Czech Republic,4613,4604,143,4461,15377.1,5456.9000000000005,
2018,02,FEB,EKCH,Copenhagen - Kastrup,Denmark,9380,9379,599,8780,35288.76666666671,13010.866666666701,
2018,02,FEB,EETN,Tallinn,Estonia,1532,1485,70,1415,5638.4000000000005,2370.6,
2018,02,FEB,EFHK,Helsinki - Vantaa,Finland,7227,7172,857,6315,27366.8366666667,10697.9133333333,
2018,02,FEB,LFBO,Toulouse-Blagnac,France,,,,,,,NO DATA RECEIVED
2018,02,FEB,LFLL,Lyon-Saint-Exupéry,France,4119,4106,149,3957,15762.7,5867.3,
2018,02,FEB,LFML,Marseille-Provence,France,,,,,,,NO DATA RECEIVED
2018,02,FEB,LFMN,Nice-Côte d’Azur,France,3905,3840,719,3121,8471.7,3553.3,
2018,02,FEB,LFPG,Paris-Charles-de-Gaulle,France,16811,16800,1515,15285,107791.3,38301.35,
2018,02,FEB,LFPO,Paris-Orly,France,7791,7784,378,7406,31415.4,24806.600000000002,
2018,02,FEB,LFSB,Bâle-Mulhouse,France,,,,,,,DATA ISSUE
2018,02,FEB,EDDB,Berlin - Brandenburg,Germany,3599,3591,292,3299,14163.175,3882.9916666666663,
2018,02,FEB,EDDC,Dresden,Germany,,,,,,,NO DATA RECEIVED
2018,02,FEB,EDDE,Erfurt,Germany,272,153,29,124,417,129,
2018,02,FEB,EDDF,Frankfurt,Germany,17591,17591,1492,16099,109839.90500000001,40868.145,
2018,02,FEB,EDDG,Muenster-Osnabrueck,Germany,1564,299,7,292,1028,397.616666666667,
2018,02,FEB,EDDH,Hamburg,Germany,5153,5133,586,4547,13038.57,6596.863333333333,
2018,02,FEB,EDDK,Cologne-Bonn,Germany,4547,4508,348,4160,19914.4066666667,5494.976666666666,
2018,02,FEB,EDDL,Dusseldorf,Germany,7338,7334,972,6362,24357.4883333333,5933.561666666666,
2018,02,FEB,EDDM,Munich,Germany,14610,14606,440,14166,56346.698333333305,23490.3016666667,
2018,02,FEB,EDDN,Nuremberg,Germany,2284,1918,92,1826,4519.476666666666,1784.2233333333331,
2018,02,FEB,EDDP,Leipzig-Halle,Germany,2668,2648,553,2095,8355.488333333335,2916.7616666666663,
2018,02,FEB,EDDR,Saarbruecken,Germany,305,304,14,290,992,139,
2018,02,FEB,EDDS,Stuttgart,Germany,4448,4360,185,4175,15637.8416666667,7380.408333333333,
2018,02,FEB,EDDV,Hanover,Germany,2408,2242,370,1872,6317.973333333333,2098.06,
2018,02,FEB,EDDW,Bremen,Germany,1102,1100,51,1049,2592.213333333333,962.1533333333331,
2018,02,FEB,LGAV,Athens,Greece,5470,5470,509,4961,20958.534999999996,6836.748333333333,
2018,02,FEB,LHBP,Budapest - Ferihegy,Hungary,3760,3754,209,3545,9780.300000000001,4951.7,
2018,02,FEB,BIKF,Keflavik,Iceland,,,,,,,NO DATA RECEIVED
2018,02,FEB,EICK,Cork,Ireland,1013,661,15,646,1884,651,
2018,02,FEB,EIDW,Dublin,Ireland,7440,7436,402,7034,30193.8,12882.2,
2018,02,FEB,LICC,Catania,Italy,1960,1960,3,1957,6103.4000000000005,2765.6,
2018,02,FEB,LIMC,Milan - Malpensa,Italy,6292,6275,194,6081,28802.9,13665.1,
2018,02,FEB,LIME,Bergamo,Italy,3030,3025,10,3015,7003,5191,
2018,02,FEB,LIMF,Torino Caselle,Italy,1769,1745,37,1708,6486,2085,
2018,02,FEB,LIML,Milan - Linate,Italy,3969,3948,33,3915,10528,5860.433333333333,
2018,02,FEB,LIPE,Bologna,Italy,2275,2275,89,2186,4842.058333333333,4782.858333333333,
2018,02,FEB,LIPZ,Venice,Italy,2692,2691,37,2654,10444,4338,
2018,02,FEB,LIRA,Rome - Ciampino,Italy,1895,1874,523,1351,6918,3755,
2018,02,FEB,LIRF,Rome - Fiumicino,Italy,9905,9902,452,9450,60523.1,29058.9,
2018,02,FEB,LIRN,Naples,Italy,2179,2141,6,2135,7720,3064,
2018,02,FEB,EVRA,Riga,Latvia,2705,2691,86,2605,8853.300000000001,3004.55,
2018,02,FEB,ELLX,Luxembourg,Luxembourg,3002,2871,91,2780,8755,4404,
2018,02,FEB,LMML,Malta,Malta,1936,1880,12,1868,7830,2,
2018,02,FEB,GMMN,Mohammed V International,Morocco,,,,,,,NO DATA RECEIVED
2018,02,FEB,GMMX,Menara,Morocco,,,,,,,NO DATA RECEIVED
2018,02,FEB,EHAM,Amsterdam - Schiphol,Netherlands,18196,17972,1298,16674,101670.55,34605.7,
2018,02,FEB,ENBR,Bergen,Norway,,,,,,,DATA ISSUE
2018,02,FEB,ENGM,Oslo - Gardermoen,Norway,8833,8809,220,8589,25273.2,14223.800000000001,
2018,02,FEB,ENVA,Trondheim,Norway,,,,,,,DATA ISSUE
2018,02,FEB,ENZV,Stavanger,Norway,,,,,,,DATA ISSUE
2018,02,FEB,EPWA,Warszawa - Chopina,Poland,6368,6351,401,5950,15195.220000000001,8877.53,
2018,02,FEB,LPFR,Faro,Portugal,,,,,,,NO DATA RECEIVED
2018,02,FEB,LPPR,Porto,Portugal,2994,2992,45,2947,10220.185,3125.764999999999,
2018,02,FEB,LPPT,Lisbon,Portugal,7361,7358,136,7222,24428.3883333333,9225.494999999999,
2018,02,FEB,LROP,Bucharest - Otopeni,Romania,3926,1953,87,1866,1866,10944,
2018,02,FEB,LZIB,Bratislava,Slovakia,510,346,8,338,977,396,
2018,02,FEB,LJLJ,Ljubljana,Slovenia,1108,1035,55,980,2904.435,858.465,
2018,02,FEB,GCFV,Fuerteventura,Spain,1951,1951,188,1763,5153.918333333333,1535.6316666666662,
2018,02,FEB,GCLP,Gran Canaria,Spain,5155,5124,616,4508,7111.271666666666,4417.295,
2018,02,FEB,GCRR,Lanzarote,Spain,2297,2251,146,2105,5153.325,2294.224999999999,
2018,02,FEB,GCTS,Tenerife Sur - Reina Sofia,Spain,2794,2789,507,2282,6842.36,4032.84,
2018,02,FEB,GCXO,Tenerife North,Spain,2456,2452,56,2396,4407.953333333333,2605.013333333333,
2018,02,FEB,LEAL,Alicante,Spain,2583,2583,121,2462,7798.068333333334,2784.8650000000002,
2018,02,FEB,LEBB,Bilbao,Spain,1584,1539,53,1486,4001.6949999999993,2180.9716666666664,
2018,02,FEB,LEBL,Barcelona,Spain,10668,10666,2156,8510,29209.133333333302,14330.1333333333,
2018,02,FEB,LEIB,Ibiza,Spain,1025,1012,17,995,2203.103333333333,1314.313333333333,
2018,02,FEB,LEMD,Madrid - Barajas,Spain,14523,14520,1210,13310,75064.4216666667,21373.7283333333,
2018,02,FEB,LEMG,Málaga,Spain,3756,3750,304,3446,10456.5183333333,4879.098333333333,
2018,02,FEB,LEPA,Palma de Mallorca,Spain,3607,3607,180,3427,9856.435000000001,7260.531666666666,
2018,02,FEB,LEVC,Valencia,Spain,2435,2359,271,2088,6366.818333333333,2748.948333333333,
2018,02,FEB,LEZL,Sevilla,Spain,1983,1964,54,1910,3804.483333333333,2256.433333333333,
2018,02,FEB,ESGG,Göteborg,Sweden,2627,2626,91,2535,6798,3497,
2018,02,FEB,ESSA,Stockholm - Arlanda,Sweden,8782,8782,655,8127,41365.8016666667,15566.515,
2018,02,FEB,LSGG,Geneva,Switzerland,7295,7294,388,6906,20942.296666666698,8939.636666666665,
2018,02,FEB,LSZH,Zürich,Switzerland,9302,9301,463,8838,36232.83500000001,12834.0816666667,
2018,02,FEB,LTFM,Istanbul,Türkiye,,,,,,,NO DATA RECEIVED
2018,02,FEB,EGBB,Birmingham,United Kingdom,3700,3683,43,3640,13149.535,4520.148333333333,
2018,02,FEB,EGCC,Manchester,United Kingdom,6484,6428,363,6065,28187.5,14895.5,
2018,02,FEB,EGGD,Bristol,United Kingdom,2588,2488,33,2455,7875.4000000000005,2508.6,
2018,02,FEB,EGGW,London - Luton,United Kingdom,4605,4573,61,4512,17282,8374,
2018,02,FEB,EGKK,London - Gatwick,United Kingdom,9577,9577,478,9099,46926.9,16357.1,
2018,02,FEB,EGLC,London - City,United Kingdom,3040,3039,0,3039,6328,5617,
2018,02,FEB,EGLL,London - Heathrow,United Kingdom,17624,17623,603,17020,88405.26,55042.740000000005,
2018,02,FEB,EGNT,Newcastle,United Kingdom,1652,1380,29,1351,5598.2,1104.8,
2018,02,FEB,EGPD,Aberdeen,United Kingdom,2341,2328,56,2272,5447,4261,
2018,02,FEB,EGPF,Glasgow,United Kingdom,2972,2967,85,2882,8584,4612,
2018,02,FEB,EGPH,Edinburgh,United Kingdom,4206,4199,72,4127,16041.1,9441.9,
2018,02,FEB,EGSS,London - Stansted,United Kingdom,6535,6494,361,6133,26057.3,13503.7,
2018,03,MAR,LOWW,Vienna,Austria,9583,9577,240,9337,46372.200000000004,14495.1833333333,
2018,03,MAR,EBBR,Brussels,Belgium,9399,9285,1386,7899,32337.600000000002,10307.4,
2018,03,MAR,EBCI,Charleroi,Belgium,2556,2554,27,2527,10440.300000000001,2125.7,
2018,03,MAR,LBSF,Sofia,Bulgaria,2293,2292,87,2205,8102,1855,
2018,03,MAR,LDZA,Zagreb,Croatia,1567,1560,92,1468,5327.8,2075.2,
2018,03,MAR,LKPR,Prague,Czech Republic,5639,5633,180,5453,19590.9,7576.1,
2018,03,MAR,EKCH,Copenhagen - Kastrup,Denmark,10753,10749,827,9922,40276.6816666667,17528.468333333298,
2018,03,MAR,EETN,Tallinn,Estonia,1860,1806,63,1743,6248.1,2157.9,
2018,03,MAR,EFHK,Helsinki - Vantaa,Finland,8177,8107,937,7170,29728.3366666667,11040.7133333333,
2018,03,MAR,LFBO,Toulouse-Blagnac,France,,,,,,,NO DATA RECEIVED
2018,03,MAR,LFLL,Lyon-Saint-Exupéry,France,4669,4650,463,4187,15343.6,6138.4000000000005,
2018,03,MAR,LFML,Marseille-Provence,France,,,,,,,NO DATA RECEIVED
2018,03,MAR,LFMN,Nice-Côte d’Azur,France,4950,4861,563,4298,10766.300000000001,6094.7,
2018,03,MAR,LFPG,Paris-Charles-de-Gaulle,France,19286,19280,1350,17930,128586.2,35112.616666666705,
2018,03,MAR,LFPO,Paris-Orly,France,9249,9246,184,9062,38110.1,22200.633333333302,
2018,03,MAR,LFSB,Bâle-Mulhouse,France,,,,,,,DATA ISSUE
2018,03,MAR,EDDB,Berlin - Brandenburg,Germany,4139,4119,219,3900,16895.945,4865.338333333333,
2018,03,MAR,EDDC,Dresden,Germany,,,,,,,NO DATA RECEIVED
2018,03,MAR,EDDE,Erfurt,Germany,287,196,33,163,550,251,
2018,03,MAR,EDDF,Frankfurt,Germany,20609,20609,1302,19307,137086.0333333333,50299.5,
2018,03,MAR,EDDG,Muenster-Osnabrueck,Germany,1377,383,12,371,1370,362,
2018,03,MAR,EDDH,Hamburg,Germany,6037,6015,310,5705,16669.995000000003,7969.005,
2018,03,MAR,EDDK,Cologne-Bonn,Germany,5335,5310,494,4816,22976.315,6267.035,
2018,03,MAR,EDDL,Dusseldorf,Germany,8384,8380,733,7647,27377.7333333333,7317.983333333334,
2018,03,MAR,EDDM,Munich,Germany,16522,16516,366,16150,65156.338333333304,24216.6616666667,
2018,03,MAR,EDDN,Nuremberg,Germany,2505,2171,70,2101,5280.873333333333,1976.126666666666,
2018,03,MAR,EDDP,Leipzig-Halle,Germany,2980,2955,602,2353,9213.296666666665,4032.153333333333,
2018,03,MAR,EDDR,Saarbruecken,Germany,353,350,31,319,1078,200,
2018,03,MAR,EDDS,Stuttgart,Germany,5262,5130,168,4962,16307.5983333333,8368.418333333335,
2018,03,MAR,EDDV,Hanover,Germany,2706,2552,355,2197,7464.363333333333,2285.253333333333,
2018,03,MAR,EDDW,Bremen,Germany,1305,1301,97,1204,2934.833333333333,1372.166666666666,
2018,03,MAR,LGAV,Athens,Greece,6735,6735,762,5973,26129.260000000002,9940.29,
2018,03,MAR,LHBP,Budapest - Ferihegy,Hungary,4355,4340,333,4007,12182.7,5912.3,
2018,03,MAR,BIKF,Keflavik,Iceland,,,,,,,NO DATA RECEIVED
2018,03,MAR,EICK,Cork,Ireland,1006,735,28,707,2017,380,
2018,03,MAR,EIDW,Dublin,Ireland,8527,8519,380,8139,34043.4,19340.600000000002,
2018,03,MAR,LICC,Catania,Italy,2413,2413,4,2409,7516.2,3700.8,
2018,03,MAR,LIMC,Milan - Malpensa,Italy,7409,7393,283,7110,33966.5,15581.5,
2018,03,MAR,LIME,Bergamo,Italy,3428,3422,11,3411,7946,6390,
2018,03,MAR,LIMF,Torino Caselle,Italy,1958,1942,31,1911,6635,3153,
2018,03,MAR,LIML,Milan - Linate,Italy,4593,4547,40,4507,12002.6,8828.4,
2018,03,MAR,LIPE,Bologna,Italy,2662,2662,94,2568,5543.088333333333,5690.328333333333,
2018,03,MAR,LIPZ,Venice,Italy,3252,3249,83,3166,12438,5138,
2018,03,MAR,LIRA,Rome - Ciampino,Italy,2144,2127,361,1766,8901,5282,
2018,03,MAR,LIRF,Rome - Fiumicino,Italy,11715,11673,496,11177,68322.2,30732.8,
2018,03,MAR,LIRN,Naples,Italy,2742,2687,8,2679,7417,3369,
2018,03,MAR,EVRA,Riga,Latvia,3185,3178,121,3057,10203.9,3443.683333333333,
2018,03,MAR,ELLX,Luxembourg,Luxembourg,3297,3151,144,3007,9169.300000000001,4635.116666666666,
2018,03,MAR,LMML,Malta,Malta,2562,2493,14,2479,10380,80,
2018,03,MAR,GMMN,Mohammed V International,Morocco,,,,,,,NO DATA RECEIVED
2018,03,MAR,GMMX,Menara,Morocco,,,,,,,NO DATA RECEIVED
2018,03,MAR,EHAM,Amsterdam - Schiphol,Netherlands,20812,20576,1625,18951,119095.18166666661,39153.2183333333,
2018,03,MAR,ENBR,Bergen,Norway,,,,,,,DATA ISSUE
2018,03,MAR,ENGM,Oslo - Gardermoen,Norway,9815,9789,233,9556,26678.8,13855.2,
2018,03,MAR,ENVA,Trondheim,Norway,,,,,,,DATA ISSUE
2018,03,MAR,ENZV,Stavanger,Norway,,,,,,,DATA ISSUE
2018,03,MAR,EPWA,Warszawa - Chopina,Poland,7229,7188,374,6814,18074.133333333302,10640.766666666701,
2018,03,MAR,LPFR,Faro,Portugal,,,,,,,NO DATA RECEIVED
2018,03,MAR,LPPR,Porto,Portugal,3514,3508,35,3473,11457.78,4134.136666666665,
2018,03,MAR,LPPT,Lisbon,Portugal,8522,8519,208,8311,26830.6183333333,11023.5816666667,
2018,03,MAR,LROP,Bucharest - Otopeni,Romania,4590,4527,509,4018,4018,20676,
2018,03,MAR,LZIB,Bratislava,Slovakia,602,394,8,386,1047,406,
2018,03,MAR,LJLJ,Ljubljana,Slovenia,1313,1179,63,1116,3213.039999999999,1020.193333333333,
2018,03,MAR,GCFV,Fuerteventura,Spain,2237,2236,137,2099,6168.168333333333,1773.2983333333332,
2018,03,MAR,GCLP,Gran Canaria,Spain,5863,5821,569,5252,8330.538333333334,5656.594999999999,
2018,03,MAR,GCRR,Lanzarote,Spain,2667,2631,241,2390,5989.096666666665,2734.103333333333,
2018,03,MAR,GCTS,Tenerife Sur - Reina Sofia,Spain,3175,3173,800,2373,7507.608333333334,4632.158333333333,
2018,03,MAR,GCXO,Tenerife North,Spain,2881,2872,58,2814,4976.561666666666,3459.421666666666,
2018,03,MAR,LEAL,Alicante,Spain,3354,3354,217,3137,10209.7016666667,4670.781666666666,
2018,03,MAR,LEBB,Bilbao,Spain,1895,1845,68,1777,4653.573333333333,2751.81,
2018,03,MAR,LEBL,Barcelona,Spain,12852,12849,921,11928,30987.506666666697,11226.143333333299,
2018,03,MAR,LEIB,Ibiza,Spain,1539,1516,26,1490,3162.388333333333,1823.1949999999993,
2018,03,MAR,LEMD,Madrid - Barajas,Spain,16432,16428,3073,13355,88430.19,24785.9766666667,
2018,03,MAR,LEMG,Málaga,Spain,4884,4877,501,4376,13765.745,6239.138333333333,
2018,03,MAR,LEPA,Palma de Mallorca,Spain,5510,5508,251,5257,13712.2566666667,12192.126666666702,
2018,03,MAR,LEVC,Valencia,Spain,2775,2763,401,2362,7468.646666666666,2949.6533333333327,
2018,03,MAR,LEZL,Sevilla,Spain,2100,2097,346,1751,3072.073333333333,1638.1433333333332,
2018,03,MAR,ESGG,Göteborg,Sweden,3053,3051,112,2939,7821.6,3205.4,
2018,03,MAR,ESSA,Stockholm - Arlanda,Sweden,10355,10354,745,9609,46229.075,16399.8916666667,
2018,03,MAR,LSGG,Geneva,Switzerland,8171,8166,355,7811,22813.148333333298,10139.435,
2018,03,MAR,LSZH,Zürich,Switzerland,10885,10882,475,10407,42231.546666666705,15553.3366666667,
2018,03,MAR,LTFM,Istanbul,Türkiye,,,,,,,NO DATA RECEIVED
2018,03,MAR,EGBB,Birmingham,United Kingdom,4193,4172,63,4109,14712.26,8500.806666666665,
2018,03,MAR,EGCC,Manchester,United Kingdom,7475,7377,578,6799,31555,16351,
2018,03,MAR,EGGD,Bristol,United Kingdom,2680,2583,51,2532,7976.6,2641.4,
2018,03,MAR,EGGW,London - Luton,United Kingdom,5369,5319,69,5250,20398.600000000002,11070.4,
2018,03,MAR,EGKK,London - Gatwick,United Kingdom,11047,11042,411,10631,54574.8,22460.2,
2018,03,MAR,EGLC,London - City,United Kingdom,3360,3360,0,3360,6836,6083,
2018,03,MAR,EGLL,London - Heathrow,United Kingdom,19573,19571,622,18949,100361.9633333333,71605.0366666667,
2018,03,MAR,EGNT,Newcastle,United Kingdom,1901,1596,86,1510,6387.4000000000005,2124.6,
2018,03,MAR,EGPD,Aberdeen,United Kingdom,2500,2486,33,2453,5789,4099.0999999999995,
2018,03,MAR,EGPF,Glasgow,United Kingdom,3361,3359,138,3221,10919,5669,
2018,03,MAR,EGPH,Edinburgh,United Kingdom,4695,4691,132,4559,16295.5,10115.5,
