YEAR,MONTH_NUM,MONTH_MON,FLT_DATE,APT_ICAO,APT_NAME,STATE_NAME,FLT_DEP_1,FLT_DEP_REG_1,FLT_DEP_OUT_EARLY_1,FLT_DEP_IN_1,FLT_DEP_OUT_LATE_1
2025,1,JAN,2025-01-01,EBAW,Antwerp,Belgium,4,1,0,1,0
2025,1,JAN,2025-01-01,EBBR,Brussels,Belgium,216,35,1,34,0
2025,1,JAN,2025-01-01,EBCI,Charleroi,Belgium,94,17,0,16,1
2025,1,JAN,2025-01-01,EBLG,Liège,Belgium,17,3,0,3,0
2025,1,JAN,2025-01-01,EBOS,Ostend-Bruges,Belgium,4,0,0,0,0
2025,1,JAN,2025-01-01,EDDB,Berlin/ Schoenefeld,Germany,211,24,0,24,0
2025,1,JAN,2025-01-01,EDDC,Dresden,Germany,6,1,0,1,0
2025,1,JAN,2025-01-01,EDDE,Erfurt,Germany,1,0,0,0,0
2025,1,JAN,2025-01-01,EDDF,Frankfurt,Germany,434,43,2,41,0
2025,1,JAN,2025-01-01,EDDG,Muenster-Osnabrueck,Germany,7,0,0,0,0
2025,1,JAN,2025-01-01,EDDH,Hamburg,Germany,106,20,0,20,0
2025,1,JAN,2025-01-01,EDDK,Cologne-Bonn,Germany,73,14,0,14,0
2025,1,JAN,2025-01-01,EDDL,Dusseldorf,Germany,124,26,1,25,0
2025,1,JAN,2025-01-01,EDDM,Munich,Germany,312,33,1,32,0
2025,1,JAN,2025-01-01,EDDN,Nuremberg,Germany,30,6,0,6,0
2025,1,JAN,2025-01-01,EDDP,Leipzig-Halle,Germany,40,3,0,3,0
2025,1,JAN,2025-01-01,EDDR,Saarbruecken,Germany,3,0,0,0,0
2025,1,JAN,2025-01-01,EDDS,Stuttgart,Germany,66,10,3,7,0
2025,1,JAN,2025-01-01,EDDV,Hanover,Germany,37,13,1,12,0
2025,1,JAN,2025-01-01,EDDW,Bremen,Germany,18,3,0,3,0
2025,1,JAN,2025-01-01,EETN,Tallinn,Estonia,32,1,0,1,0
2025,1,JAN,2025-01-01,EETU,Tartu,Estonia,1,0,0,0,0
2025,1,JAN,2025-01-01,EFHK,Helsinki/ Vantaa,Finland,161,9,0,8,1
2025,1,JAN,2025-01-01,EGAA,Belfast/Aldergrove,United Kingdom,63,6,0,6,0
2025,1,JAN,2025-01-01,EGAC,Belfast/City Airport,United Kingdom,35,8,0,8,0
2025,1,JAN,2025-01-01,EGAE,Londonderry/Eglinton,United Kingdom,1,0,0,0,0
2025,1,JAN,2025-01-01,EGBB,Birmingham,United Kingdom,84,9,0,9,0
2025,1,JAN,2025-01-01,EGCC,Manchester,United Kingdom,205,33,0,33,0
2025,1,JAN,2025-01-01,EGGD,Bristol,United Kingdom,73,16,0,16,0
2025,1,JAN,2025-01-01,EGGW,London/ Luton,United Kingdom,135,8,0,8,0
2025,1,JAN,2025-01-01,EGHI,Southampton,United Kingdom,10,1,0,1,0
2025,1,JAN,2025-01-01,EGKB,Biggin Hill,United Kingdom,19,4,0,4,0
2025,1,JAN,2025-01-01,EGKK,London/ Gatwick,United Kingdom,315,39,1,38,0
2025,1,JAN,2025-01-01,EGLC,London/ City,United Kingdom,49,8,1,7,0
2025,1,JAN,2025-01-01,EGLF,Farnborough,United Kingdom,10,0,0,0,0
2025,1,JAN,2025-01-01,EGLL,London/ Heathrow,United Kingdom,604,41,0,41,0
2025,1,JAN,2025-01-01,EGNT,Newcastle,United Kingdom,36,15,1,14,0
2025,1,JAN,2025-01-01,EGNX,East Midlands,United Kingdom,21,2,1,1,0
2025,1,JAN,2025-01-01,EGPD,Aberdeen,United Kingdom,21,11,1,10,0
2025,1,JAN,2025-01-01,EGPF,Glasgow,United Kingdom,53,17,1,16,0
2025,1,JAN,2025-01-01,EGPH,Edinburgh,United Kingdom,117,25,0,25,0
2025,1,JAN,2025-01-01,EGSS,London/ Stansted,United Kingdom,242,19,0,19,0
2025,1,JAN,2025-01-01,EHAM,Amsterdam/ Schiphol,Netherlands,593,52,0,52,0
2025,1,JAN,2025-01-01,EHBK,Maastricht-Aachen,Netherlands,4,0,0,0,0
2025,1,JAN,2025-01-01,EHRD,Rotterdam,Netherlands,22,8,0,8,0
2025,1,JAN,2025-01-01,EICK,Cork,Ireland,29,8,0,8,0
2025,1,JAN,2025-01-01,EIDL,Donegal,Ireland,1,0,0,0,0
2025,1,JAN,2025-01-01,EIDW,Dublin,Ireland,210,40,0,40,0
2025,1,JAN,2025-01-01,EIKN,Connaught,Ireland,8,1,0,1,0
2025,1,JAN,2025-01-01,EIKY,Kerry/Farranfore,Ireland,3,0,0,0,0
2025,1,JAN,2025-01-01,EINN,Shannon,Ireland,19,2,0,2,0
2025,1,JAN,2025-01-01,EKCH,Copenhagen/ Kastrup,Denmark,217,21,1,20,0
2025,1,JAN,2025-01-01,ELLX,Luxembourg,Luxembourg,72,26,0,26,0
2025,1,JAN,2025-01-01,ENBR,Bergen,Norway,82,7,0,7,0
2025,1,JAN,2025-01-01,ENGM,Oslo/ Gardermoen,Norway,211,13,0,13,0
2025,1,JAN,2025-01-01,ENHD,Haugesund,Norway,4,0,0,0,0
2025,1,JAN,2025-01-01,ENVA,Trondheim,Norway,48,2,0,2,0
2025,1,JAN,2025-01-01,ENZV,Stavanger,Norway,45,5,0,5,0
2025,1,JAN,2025-01-01,EPBY,Bydgoszcz,Poland,3,0,0,0,0
2025,1,JAN,2025-01-01,EPGD,Gdansk,Poland,48,5,0,5,0
2025,1,JAN,2025-01-01,EPKK,Krakow - Balice,Poland,97,17,0,17,0
2025,1,JAN,2025-01-01,EPKT,Katowice - Pyrzowice,Poland,27,2,0,2,0
2025,1,JAN,2025-01-01,EPLB,Lublin,Poland,2,0,0,0,0
2025,1,JAN,2025-01-01,EPLL,Lodz - Lublinek,Poland,3,0,0,0,0
2025,1,JAN,2025-01-01,EPMO,Warszawa/ Modlin,Poland,13,2,0,2,0
2025,1,JAN,2025-01-01,EPPO,Poznan - Lawica,Poland,27,1,0,1,0
2025,1,JAN,2025-01-01,EPRA,Radom,Poland,1,0,0,0,0
2025,1,JAN,2025-01-01,EPRZ,Rzeszow - Jasionka,Poland,15,0,0,0,0
2025,1,JAN,2025-01-01,EPSC,Szczecin - Goleniów,Poland,6,0,0,0,0
2025,1,JAN,2025-01-01,EPSY,Olsztyn-Mazury,Poland,1,0,0,0,0
2025,1,JAN,2025-01-01,EPWA,Warszawa/ Chopina,Poland,198,15,0,15,0
2025,1,JAN,2025-01-01,EPWR,Wroclaw/ Strachowice,Poland,34,4,1,3,0
2025,1,JAN,2025-01-01,EPZG,Zielona Gora - Babimost,Poland,1,0,0,0,0
2025,1,JAN,2025-01-01,ESGG,Göteborg,Sweden,43,5,1,4,0
2025,1,JAN,2025-01-01,ESSA,Stockholm/ Arlanda,Sweden,162,16,0,16,0
2025,1,JAN,2025-01-01,EVRA,Riga,Latvia,62,3,0,3,0
2025,1,JAN,2025-01-01,EYKA,Kaunas,Lithuania,12,0,0,0,0
2025,1,JAN,2025-01-01,EYPA,Palanga,Lithuania,1,0,0,0,0
2025,1,JAN,2025-01-01,EYVI,Vilnius,Lithuania,37,0,0,0,0
2025,1,JAN,2025-01-01,GCFV,Fuerteventura,Spain,66,21,0,21,0
2025,1,JAN,2025-01-01,GCGM,La Gomera,Spain,4,0,0,0,0
2025,1,JAN,2025-01-01,GCHI,Hierro,Spain,6,0,0,0,0
2025,1,JAN,2025-01-01,GCLA,La Palma,Spain,27,6,0,6,0
2025,1,JAN,2025-01-01,GCLP,Gran Canaria,Spain,174,30,1,28,1
2025,1,JAN,2025-01-01,GCRR,Lanzarote,Spain,81,23,0,23,0
2025,1,JAN,2025-01-01,GCTS,Tenerife Sur/Reina Sofia,Spain,137,61,0,60,1
2025,1,JAN,2025-01-01,GCXO,Tenerife North,Spain,86,5,0,5,0
2025,1,JAN,2025-01-01,GEML,Melilla,Spain,9,0,0,0,0
2025,1,JAN,2025-01-01,GMAD,Agadir,Morocco,34,6,1,5,0
2025,1,JAN,2025-01-01,GMFF,Fes,Morocco,20,6,4,2,0
2025,1,JAN,2025-01-01,GMME,Rabat,Morocco,24,8,0,8,0
2025,1,JAN,2025-01-01,GMMN,Casablanca,Morocco,121,26,4,20,2
2025,1,JAN,2025-01-01,GMMX,Marrakech,Morocco,105,29,6,16,7
2025,1,JAN,2025-01-01,GMTT,Tanger,Morocco,28,7,0,7,0
2025,1,JAN,2025-01-01,LATI,Tirana,Albania,64,10,1,9,0
2025,1,JAN,2025-01-01,LBSF,Sofia,Bulgaria,58,6,0,6,0
2025,1,JAN,2025-01-01,LCLK,Larnaca,Cyprus,62,3,0,3,0
2025,1,JAN,2025-01-01,LCPH,Paphos,Cyprus,18,0,0,0,0
2025,1,JAN,2025-01-01,LDZA,Zagreb,Croatia,51,9,1,7,1
2025,1,JAN,2025-01-01,LEAL,Alicante,Spain,135,44,0,44,0
2025,1,JAN,2025-01-01,LEAM,Almeria,Spain,8,2,1,1,0
2025,1,JAN,2025-01-01,LEAS,Asturias,Spain,17,0,0,0,0
2025,1,JAN,2025-01-01,LEBB,Bilbao,Spain,50,9,1,8,0
2025,1,JAN,2025-01-01,LEBL,Barcelona,Spain,422,93,0,93,0
2025,1,JAN,2025-01-01,LEBZ,Badajoz,Spain,4,0,0,0,0
2025,1,JAN,2025-01-01,LECO,La Coruna,Spain,8,0,0,0,0
2025,1,JAN,2025-01-01,LEGE,Gerona,Spain,5,2,0,2,0
2025,1,JAN,2025-01-01,LEGR,Granada,Spain,13,1,0,1,0
2025,1,JAN,2025-01-01,LEIB,Ibiza,Spain,39,5,0,5,0
2025,1,JAN,2025-01-01,LEJR,Jerez De La Frontera,Spain,5,1,0,1,0
2025,1,JAN,2025-01-01,LELN,Leon,Spain,1,0,0,0,0
2025,1,JAN,2025-01-01,LEMD,Madrid/ Barajas,Spain,532,124,7,116,1
2025,1,JAN,2025-01-01,LEMG,Málaga,Spain,185,45,5,40,0
2025,1,JAN,2025-01-01,LEMH,Mahon,Spain,15,0,0,0,0
2025,1,JAN,2025-01-01,LEPA,Palma de Mallorca,Spain,144,16,0,16,0
2025,1,JAN,2025-01-01,LEPP,Noain Pamplona,Spain,4,0,0,0,0
2025,1,JAN,2025-01-01,LERT,Rota,Spain,2,0,0,0,0
2025,1,JAN,2025-01-01,LESO,San Sebastian,Spain,5,2,0,2,0
2025,1,JAN,2025-01-01,LEST,Santiago,Spain,25,6,0,6,0
2025,1,JAN,2025-01-01,LEVC,Valencia,Spain,95,42,0,42,0
2025,1,JAN,2025-01-01,LEVD,Valladolid,Spain,3,0,0,0,0
2025,1,JAN,2025-01-01,LEVT,Vitoria,Spain,4,2,0,2,0
2025,1,JAN,2025-01-01,LEVX,Vigo,Spain,7,0,0,0,0
2025,1,JAN,2025-01-01,LEXJ,Santander,Spain,9,0,0,0,0
2025,1,JAN,2025-01-01,LEZG,Zaragoza,Spain,9,0,0,0,0
2025,1,JAN,2025-01-01,LEZL,Sevilla,Spain,74,17,0,17,0
2025,1,JAN,2025-01-01,LFBD,Bordeaux-Mérignac,France,51,18,0,17,1
2025,1,JAN,2025-01-01,LFBE,Bergerac-Roumanière,France,2,0,0,0,0
2025,1,JAN,2025-01-01,LFBH,La Rochelle-Ile de Ré,France,1,0,0,0,0
2025,1,JAN,2025-01-01,LFBI,Poitiers-Biard,France,1,0,0,0,0
2025,1,JAN,2025-01-01,LFBO,Toulouse-Blagnac,France,68,30,2,28,0
2025,1,JAN,2025-01-01,LFBP,Pau-Pyrénées,France,5,4,0,4,0
2025,1,JAN,2025-01-01,LFBT,Tarbes-Lourdes Pyrénées,France,5,4,0,4,0
2025,1,JAN,2025-01-01,LFBZ,Biarritz-Bayonne-Anglet,France,6,1,0,1,0
2025,1,JAN,2025-01-01,LFCR,Rodez-Marcillac,France,2,0,0,0,0
2025,1,JAN,2025-01-01,LFGJ,Dôle-Tavaux,France,3,0,0,0,0
2025,1,JAN,2025-01-01,LFJL,Metz-Nancy-Lorraine,France,2,2,0,2,0
2025,1,JAN,2025-01-01,LFKB,Bastia-Poretta,France,10,1,0,1,0
2025,1,JAN,2025-01-01,LFKC,Calvi-Sainte-Catherine,France,5,0,0,0,0
2025,1,JAN,2025-01-01,LFKF,Figari-Sud Corse,France,7,2,0,2,0
2025,1,JAN,2025-01-01,LFKJ,Ajaccio-Napoléon-Bonaparte,France,9,1,0,1,0
2025,1,JAN,2025-01-01,LFLB,Chambéry-Aix-les-Bains,France,7,2,0,2,0
2025,1,JAN,2025-01-01,LFLC,Clermont-Ferrand-Auvergne,France,4,0,0,0,0
2025,1,JAN,2025-01-01,LFLI,Annemasse,France,2,0,0,0,0
2025,1,JAN,2025-01-01,LFLL,Lyon-Saint-Exupéry,France,82,15,2,13,0
2025,1,JAN,2025-01-01,LFLP,Annecy-Meythet,France,0,0,0,0,0
2025,1,JAN,2025-01-01,LFLS,Grenoble-Isère,France,3,1,0,1,0
2025,1,JAN,2025-01-01,LFLY,Lyon-Bron,France,2,0,0,0,0
2025,1,JAN,2025-01-01,LFMD,Cannes-Mandelieu,France,2,0,0,0,0
2025,1,JAN,2025-01-01,LFMI,Istres-Le Tubé,France,1,1,0,1,0
2025,1,JAN,2025-01-01,LFMK,Carcassonne-Salvaza,France,2,1,0,1,0
2025,1,JAN,2025-01-01,LFML,Marseille-Provence,France,89,15,1,14,0
2025,1,JAN,2025-01-01,LFMN,Nice-Côte d’Azur,France,121,26,6,20,0
2025,1,JAN,2025-01-01,LFMP,Perpignan-Rivesaltes,France,2,0,0,0,0
2025,1,JAN,2025-01-01,LFMT,Montpellier-Méditerranée,France,22,9,0,8,1
2025,1,JAN,2025-01-01,LFMU,Béziers-Vias,France,1,0,0,0,0
2025,1,JAN,2025-01-01,LFMV,Avignon-Caumont,France,2,0,0,0,0
2025,1,JAN,2025-01-01,LFOB,Beauvais-Tillé,France,41,5,1,4,0
2025,1,JAN,2025-01-01,LFOK,Châlons-Vatry,France,3,0,0,0,0
2025,1,JAN,2025-01-01,LFOT,Tours-Val de Loire,France,5,0,0,0,0
2025,1,JAN,2025-01-01,LFPB,Paris-Le Bourget,France,30,3,0,3,0
2025,1,JAN,2025-01-01,LFPG,Paris-Charles-de-Gaulle,France,577,64,1,63,0
2025,1,JAN,2025-01-01,LFPO,Paris-Orly,France,263,45,7,37,1
2025,1,JAN,2025-01-01,LFQQ,Lille-Lesquin,France,20,5,0,5,0
2025,1,JAN,2025-01-01,LFRB,Brest-Bretagne,France,7,1,0,1,0
2025,1,JAN,2025-01-01,LFRK,Caen-Carpiquet,France,5,0,0,0,0
2025,1,JAN,2025-01-01,LFRN,Rennes-Saint-Jacques,France,9,2,0,2,0
2025,1,JAN,2025-01-01,LFRS,Nantes-Atlantique,France,52,17,1,16,0
2025,1,JAN,2025-01-01,LFSB,Bâle-Mulhouse,France,80,13,0,13,0
2025,1,JAN,2025-01-01,LFST,Strasbourg-Entzheim,France,17,7,0,7,0
2025,1,JAN,2025-01-01,LFTH,Hyères-Le Palyvestre,France,2,2,1,1,0
2025,1,JAN,2025-01-01,LFTW,Nîmes-Garons,France,2,1,1,0,0
2025,1,JAN,2025-01-01,LGAV,Athens,Greece,236,16,2,14,0
2025,1,JAN,2025-01-01,LGIR,Heraklion,Greece,15,0,0,0,0
2025,1,JAN,2025-01-01,LGKF,Kefallinia,Greece,4,0,0,0,0
2025,1,JAN,2025-01-01,LGKO,Kos,Greece,4,0,0,0,0
2025,1,JAN,2025-01-01,LGKR,Corfu,Greece,4,0,0,0,0
2025,1,JAN,2025-01-01,LGMK,Mikonos,Greece,2,0,0,0,0
2025,1,JAN,2025-01-01,LGPZ,Aktion,Greece,2,0,0,0,0
2025,1,JAN,2025-01-01,LGRP,Rodos,Greece,1,0,0,0,0
2025,1,JAN,2025-01-01,LGSA,Khania/Souda,Greece,11,0,0,0,0
2025,1,JAN,2025-01-01,LGSK,Skiathos,Greece,1,0,0,0,0
2025,1,JAN,2025-01-01,LGSR,Santorini,Greece,7,0,0,0,0
2025,1,JAN,2025-01-01,LGTS,Thessaloniki,Greece,47,5,0,5,0
2025,1,JAN,2025-01-01,LGZA,Zakinthos,Greece,3,0,0,0,0
2025,1,JAN,2025-01-01,LHBP,Budapest/ Ferihegy,Hungary,154,15,0,15,0
2025,1,JAN,2025-01-01,LIBR,Brindisi,Italy,24,0,0,0,0
2025,1,JAN,2025-01-01,LICC,Catania,Italy,86,0,0,0,0
2025,1,JAN,2025-01-01,LICJ,Palermo Falcone-Borsellino,Italy,74,1,0,1,0
2025,1,JAN,2025-01-01,LIMC,Milan/ Malpensa,Italy,255,37,0,37,0
2025,1,JAN,2025-01-01,LIME,Bergamo,Italy,130,11,0,11,0
2025,1,JAN,2025-01-01,LIMF,Torino Caselle,Italy,48,5,0,5,0
2025,1,JAN,2025-01-01,LIML,Milan/ Linate,Italy,130,9,1,8,0
2025,1,JAN,2025-01-01,LIPE,Bologna,Italy,85,11,0,11,0
2025,1,JAN,2025-01-01,LIPH,Treviso,Italy,18,3,0,3,0
2025,1,JAN,2025-01-01,LIPZ,Venice,Italy,95,15,1,14,0
2025,1,JAN,2025-01-01,LIRA,Rome/Ciampino,Italy,44,0,0,0,0
2025,1,JAN,2025-01-01,LIRF,Rome/Fiumicino,Italy,387,34,3,31,0
2025,1,JAN,2025-01-01,LIRN,Naples,Italy,65,4,0,4,0
2025,1,JAN,2025-01-01,LIRP,Pisa San Giusto,Italy,41,8,1,6,1
2025,1,JAN,2025-01-01,LJLJ,Ljubljana,Slovenia,10,1,0,1,0
2025,1,JAN,2025-01-01,LJPZ,Portorož,Slovenia,1,0,0,0,0
2025,1,JAN,2025-01-01,LKMT,Ostrava,Czech Republic,2,0,0,0,0
2025,1,JAN,2025-01-01,LKPR,Prague,Czech Republic,129,16,0,16,0
2025,1,JAN,2025-01-01,LKTB,Brno-Tuřany,Czech Republic,1,0,0,0,0
2025,1,JAN,2025-01-01,LLBG,Tel Aviv,Israel,152,3,1,2,0
2025,1,JAN,2025-01-01,LMML,Malta,Malta,71,4,1,3,0
2025,1,JAN,2025-01-01,LOWG,Graz,Austria,7,0,0,0,0
2025,1,JAN,2025-01-01,LOWI,Innsbruck,Austria,24,2,0,2,0
2025,1,JAN,2025-01-01,LOWK,Klagenfurt,Austria,2,1,0,1,0
2025,1,JAN,2025-01-01,LOWL,Linz,Austria,2,0,0,0,0
2025,1,JAN,2025-01-01,LOWS,Salzburg,Austria,17,1,0,1,0
2025,1,JAN,2025-01-01,LOWW,Vienna,Austria,253,24,0,24,0
2025,1,JAN,2025-01-01,LPAZ,Santa Maria,Portugal,2,0,0,0,0
2025,1,JAN,2025-01-01,LPCS,Cascais,Portugal,4,1,0,1,0
2025,1,JAN,2025-01-01,LPFL,Flores,Portugal,2,0,0,0,0
2025,1,JAN,2025-01-01,LPFR,Faro,Portugal,42,2,0,2,0
2025,1,JAN,2025-01-01,LPHR,Horta,Portugal,6,1,0,1,0
2025,1,JAN,2025-01-01,LPMA,Madeira,Portugal,45,21,0,21,0
2025,1,JAN,2025-01-01,LPPD,Ponta Delgada,Portugal,22,3,0,3,0
2025,1,JAN,2025-01-01,LPPR,Porto,Portugal,124,30,1,29,0
2025,1,JAN,2025-01-01,LPPS,Porto Santo,Portugal,2,0,0,0,0
2025,1,JAN,2025-01-01,LPPT,Lisbon,Portugal,289,86,4,82,0
2025,1,JAN,2025-01-01,LQSA,Sarajevo,Bosnia and Herzegovina,10,0,0,0,0
2025,1,JAN,2025-01-01,LROP,Bucharest/ Otopeni,Romania,107,15,0,15,0
2025,1,JAN,2025-01-01,LSGG,Geneva,Switzerland,203,37,4,30,3
2025,1,JAN,2025-01-01,LSGS,Sion,Switzerland,6,1,0,1,0
2025,1,JAN,2025-01-01,LSZH,Zürich,Switzerland,292,31,1,30,0
2025,1,JAN,2025-01-01,LTAC,Ankara/ Esenboğa,Türkiye,108,0,0,0,0
2025,1,JAN,2025-01-01,LTAI,Antalya,Türkiye,122,3,1,2,0
2025,1,JAN,2025-01-01,LTBA,Istanbul/ Atatürk,Türkiye,24,1,0,1,0
2025,1,JAN,2025-01-01,LTBJ,İzmir/ Adnan Menderes,Türkiye,75,4,0,3,1
2025,1,JAN,2025-01-01,LTFJ,Istanbul/ Sabiha Gökçen,Türkiye,307,14,2,12,0
2025,1,JAN,2025-01-01,LTFM,Istanbul International,Türkiye,653,29,1,28,0
2025,1,JAN,2025-01-01,LUKK,Chișinău,Moldova,29,2,0,2,0
2025,1,JAN,2025-01-01,LWSK,Skopje,North Macedonia,28,4,0,3,1
2025,1,JAN,2025-01-01,LYBE,Belgrade/ Nikola Tesla,Serbia,80,8,2,6,0
2025,1,JAN,2025-01-01,LYPG,Podgorica,Montenegro,12,1,0,1,0
2025,1,JAN,2025-01-01,LZIB,Bratislava,Slovakia,11,0,0,0,0
2025,1,JAN,2025-01-01,UDYZ,Zvartnots,Armenia,57,0,0,0,0
2025,1,JAN,2025-01-01,UGTB,Tbilisi,Georgia,44,2,2,0,0
2025,1,JAN,2025-01-02,EBAW,Antwerp,Belgium,4,2,0,2,0
2025,1,JAN,2025-01-02,EBBR,Brussels,Belgium,259,74,0,74,0
2025,1,JAN,2025-01-02,EBCI,Charleroi,Belgium,106,42,0,40,2
2025,1,JAN,2025-01-02,EBLG,Liège,Belgium,20,0,0,0,0
2025,1,JAN,2025-01-02,EBOS,Ostend-Bruges,Belgium,11,1,0,1,0
2025,1,JAN,2025-01-02,EDDB,Berlin/ Schoenefeld,Germany,238,42,0,42,0
2025,1,JAN,2025-01-02,EDDC,Dresden,Germany,8,2,0,2,0
2025,1,JAN,2025-01-02,EDDE,Erfurt,Germany,2,0,0,0,0
2025,1,JAN,2025-01-02,EDDF,Frankfurt,Germany,495,69,0,68,1
2025,1,JAN,2025-01-02,EDDG,Muenster-Osnabrueck,Germany,11,2,0,2,0
2025,1,JAN,2025-01-02,EDDH,Hamburg,Germany,144,33,0,33,0
2025,1,JAN,2025-01-02,EDDK,Cologne-Bonn,Germany,139,19,0,19,0
2025,1,JAN,2025-01-02,EDDL,Dusseldorf,Germany,174,50,0,50,0
2025,1,JAN,2025-01-02,EDDM,Munich,Germany,384,63,2,61,0
2025,1,JAN,2025-01-02,EDDN,Nuremberg,Germany,44,10,1,7,2
2025,1,JAN,2025-01-02,EDDP,Leipzig-Halle,Germany,111,6,0,6,0
2025,1,JAN,2025-01-02,EDDR,Saarbruecken,Germany,1,1,0,1,0
2025,1,JAN,2025-01-02,EDDS,Stuttgart,Germany,94,22,3,19,0
2025,1,JAN,2025-01-02,EDDV,Hanover,Germany,52,11,0,11,0
2025,1,JAN,2025-01-02,EDDW,Bremen,Germany,25,10,0,9,1
2025,1,JAN,2025-01-02,EETN,Tallinn,Estonia,44,2,0,2,0
2025,1,JAN,2025-01-02,EETU,Tartu,Estonia,1,0,0,0,0
2025,1,JAN,2025-01-02,EFHK,Helsinki/ Vantaa,Finland,205,11,1,9,1
2025,1,JAN,2025-01-02,EGAA,Belfast/Aldergrove,United Kingdom,74,3,0,3,0
2025,1,JAN,2025-01-02,EGAC,Belfast/City Airport,United Kingdom,43,5,0,5,0
2025,1,JAN,2025-01-02,EGAE,Londonderry/Eglinton,United Kingdom,7,1,0,1,0
2025,1,JAN,2025-01-02,EGBB,Birmingham,United Kingdom,116,24,0,24,0
2025,1,JAN,2025-01-02,EGCC,Manchester,United Kingdom,259,50,1,48,1
2025,1,JAN,2025-01-02,EGGD,Bristol,United Kingdom,85,16,0,15,1
2025,1,JAN,2025-01-02,EGGW,London/ Luton,United Kingdom,162,29,0,29,0
2025,1,JAN,2025-01-02,EGHI,Southampton,United Kingdom,21,2,1,1,0
2025,1,JAN,2025-01-02,EGKB,Biggin Hill,United Kingdom,21,1,0,1,0
2025,1,JAN,2025-01-02,EGKK,London/ Gatwick,United Kingdom,362,81,4,75,2
2025,1,JAN,2025-01-02,EGLC,London/ City,United Kingdom,60,18,3,15,0
2025,1,JAN,2025-01-02,EGLF,Farnborough,United Kingdom,28,4,0,4,0
2025,1,JAN,2025-01-02,EGLL,London/ Heathrow,United Kingdom,657,85,1,83,1
2025,1,JAN,2025-01-02,EGNT,Newcastle,United Kingdom,45,12,1,11,0
2025,1,JAN,2025-01-02,EGNX,East Midlands,United Kingdom,62,6,0,6,0
2025,1,JAN,2025-01-02,EGPD,Aberdeen,United Kingdom,36,7,0,7,0
2025,1,JAN,2025-01-02,EGPF,Glasgow,United Kingdom,83,14,0,14,0
2025,1,JAN,2025-01-02,EGPH,Edinburgh,United Kingdom,158,22,0,22,0
2025,1,JAN,2025-01-02,EGSS,London/ Stansted,United Kingdom,271,52,0,52,0
2025,1,JAN,2025-01-02,EHAM,Amsterdam/ Schiphol,Netherlands,639,116,0,115,1
2025,1,JAN,2025-01-02,EHBK,Maastricht-Aachen,Netherlands,4,1,1,0,0
2025,1,JAN,2025-01-02,EHGG,Groningen,Netherlands,7,0,0,0,0
2025,1,JAN,2025-01-02,EHLE,Lelystad,Netherlands,2,0,0,0,0
2025,1,JAN,2025-01-02,EHRD,Rotterdam,Netherlands,28,9,0,9,0
2025,1,JAN,2025-01-02,EICK,Cork,Ireland,32,8,0,8,0
2025,1,JAN,2025-01-02,EIDL,Donegal,Ireland,2,0,0,0,0
2025,1,JAN,2025-01-02,EIDW,Dublin,Ireland,263,41,0,41,0
2025,1,JAN,2025-01-02,EIKN,Connaught,Ireland,8,0,0,0,0
2025,1,JAN,2025-01-02,EIKY,Kerry/Farranfore,Ireland,5,1,0,1,0
2025,1,JAN,2025-01-02,EINN,Shannon,Ireland,26,4,0,4,0
2025,1,JAN,2025-01-02,EISG,Sligo,Ireland,1,0,0,0,0
2025,1,JAN,2025-01-02,EKCH,Copenhagen/ Kastrup,Denmark,304,30,0,30,0
2025,1,JAN,2025-01-02,ELLX,Luxembourg,Luxembourg,87,34,1,33,0
2025,1,JAN,2025-01-02,ENBR,Bergen,Norway,94,4,0,3,1
2025,1,JAN,2025-01-02,ENGM,Oslo/ Gardermoen,Norway,275,19,0,19,0
2025,1,JAN,2025-01-02,ENHD,Haugesund,Norway,8,0,0,0,0
2025,1,JAN,2025-01-02,ENVA,Trondheim,Norway,56,2,0,2,0
2025,1,JAN,2025-01-02,ENZV,Stavanger,Norway,63,4,0,2,2
2025,1,JAN,2025-01-02,EPBY,Bydgoszcz,Poland,4,0,0,0,0
2025,1,JAN,2025-01-02,EPGD,Gdansk,Poland,63,5,0,5,0
2025,1,JAN,2025-01-02,EPKK,Krakow - Balice,Poland,112,10,0,10,0
2025,1,JAN,2025-01-02,EPKT,Katowice - Pyrzowice,Poland,43,3,0,3,0
2025,1,JAN,2025-01-02,EPLB,Lublin,Poland,3,0,0,0,0
2025,1,JAN,2025-01-02,EPLL,Lodz - Lublinek,Poland,4,0,0,0,0
2025,1,JAN,2025-01-02,EPMO,Warszawa/ Modlin,Poland,15,1,0,1,0
2025,1,JAN,2025-01-02,EPPO,Poznan - Lawica,Poland,38,2,0,2,0
2025,1,JAN,2025-01-02,EPRZ,Rzeszow - Jasionka,Poland,11,0,0,0,0
2025,1,JAN,2025-01-02,EPSC,Szczecin - Goleniów,Poland,9,0,0,0,0
2025,1,JAN,2025-01-02,EPWA,Warszawa/ Chopina,Poland,255,27,0,27,0
2025,1,JAN,2025-01-02,EPWR,Wroclaw/ Strachowice,Poland,43,5,0,5,0
2025,1,JAN,2025-01-02,EPZG,Zielona Gora - Babimost,Poland,1,0,0,0,0
2025,1,JAN,2025-01-02,ESGG,Göteborg,Sweden,58,9,0,8,1
2025,1,JAN,2025-01-02,ESSA,Stockholm/ Arlanda,Sweden,238,34,0,34,0
2025,1,JAN,2025-01-02,ESSB,Stockholm/ Bromma,Sweden,3,1,0,1,0
