YEAR,MONTH_NUM,MONTH_MON,ENTRY_DATE,ENTITY_NAME,ENTITY_TYPE,TYPE_MODEL,DIST_FLOWN_KM,DIST_DIRECT_KM,DIST_ACHIEVED_KM
2025,1,JAN,2025-01-01,Albania,State (FIR),CPF,94803,94483.06,92772.06
2025,1,JAN,2025-01-01,Albania,State (FIR),FTFM,94729,94177.89,91597.3
2025,1,JAN,2025-01-01,Albania,State (FIR),SFR,89373,88889.54000000001,86537.36
2025,1,JAN,2025-01-01,Armenia,State (FIR),CPF,33972,33625.36,32441.71
2025,1,JAN,2025-01-01,Armenia,State (FIR),FTFM,33598,33294.49,31896.34
2025,1,JAN,2025-01-01,Armenia,State (FIR),SFR,35595,35302.26,33674.73
2025,1,JAN,2025-01-01,Austria,State (FIR),CPF,522830,521856.62,514052.93
2025,1,JAN,2025-01-01,Austria,State (FIR),FTFM,522743,520816.19,509531.11
2025,1,JAN,2025-01-01,Austria,State (FIR),SFR,502029,500288.05,489621.44
2025,1,JAN,2025-01-01,BLUE MED FAB,FAB (FIR),CPF,3063736,3040956.63,2994867.15
2025,1,JAN,2025-01-01,BLUE MED FAB,FAB (FIR),FTFM,3085009,3041668.13,2985434.88
2025,1,JAN,2025-01-01,BLUE MED FAB,FAB (FIR),SFR,2995600,2956921.84,2904456.8
2025,1,JAN,2025-01-01,Baltic FAB,FAB (FIR),CPF,537950,533556.68,510113.59
2025,1,JAN,2025-01-01,Baltic FAB,FAB (FIR),FTFM,545304,535348.97,506583.37
2025,1,JAN,2025-01-01,Baltic FAB,FAB (FIR),SFR,525244,516410.64,490038.53
2025,1,JAN,2025-01-01,Belgium,State (FIR),CPF,349072,347991.45,340604.24
2025,1,JAN,2025-01-01,Belgium,State (FIR),FTFM,369847,365117.85000000003,351375.67
2025,1,JAN,2025-01-01,Belgium,State (FIR),SFR,366717,362478.19,349423.96
2025,1,JAN,2025-01-01,Bosnia and Herzegovina,State (FIR),CPF,247025,246916.85,244404.52000000002
2025,1,JAN,2025-01-01,Bosnia and Herzegovina,State (FIR),FTFM,254898,254712.98,251660.46
2025,1,JAN,2025-01-01,Bosnia and Herzegovina,State (FIR),SFR,245412,245266.1,242306.80000000002
2025,1,JAN,2025-01-01,Bulgaria,State (FIR),CPF,611338,610198.24,592204.4
2025,1,JAN,2025-01-01,Bulgaria,State (FIR),FTFM,593921,591932.49,573085.92
2025,1,JAN,2025-01-01,Bulgaria,State (FIR),SFR,552839,550855.1900000001,533501.77
2025,1,JAN,2025-01-01,Croatia,State (FIR),CPF,386532,386177.68,381704.89
2025,1,JAN,2025-01-01,Croatia,State (FIR),FTFM,383535,382968.58,377661.36
2025,1,JAN,2025-01-01,Croatia,State (FIR),SFR,362378,362034.47000000003,357170.5
2025,1,JAN,2025-01-01,Cyprus,State (FIR),CPF,314437,312497.88,302014.25
2025,1,JAN,2025-01-01,Cyprus,State (FIR),FTFM,318810,313803.75,302809.67
2025,1,JAN,2025-01-01,Cyprus,State (FIR),SFR,298751,293932.73,283860.16000000003
2025,1,JAN,2025-01-01,Czech Republic,State (FIR),CPF,305863,305274.31,299140.88
2025,1,JAN,2025-01-01,Czech Republic,State (FIR),FTFM,303581,302265.44,293977.8
2025,1,JAN,2025-01-01,Czech Republic,State (FIR),SFR,289770,288545.41000000003,280820.51
2025,1,JAN,2025-01-01,DANUBE FAB,FAB (FIR),CPF,1336830,1332377.6099999999,1290003.71
2025,1,JAN,2025-01-01,DANUBE FAB,FAB (FIR),FTFM,1294754,1289551.4100000001,1245792.05
2025,1,JAN,2025-01-01,DANUBE FAB,FAB (FIR),SFR,1209467,1204531.16,1164418.94
2025,1,JAN,2025-01-01,DK-SE FAB,FAB (FIR),CPF,579675,578626.41,571710.51
2025,1,JAN,2025-01-01,DK-SE FAB,FAB (FIR),FTFM,582630,578516.71,567952.3200000001
2025,1,JAN,2025-01-01,DK-SE FAB,FAB (FIR),SFR,568696,564845.61,555270.83
2025,1,JAN,2025-01-01,Denmark,State (FIR),CPF,203607,203418.47,201101.19
2025,1,JAN,2025-01-01,Denmark,State (FIR),FTFM,205123,204295.91,199986.84
2025,1,JAN,2025-01-01,Denmark,State (FIR),SFR,198427,197680.94,193818.6
2025,1,JAN,2025-01-01,EUROCONTROL Area (PRR),Area (FIR),CPF,24192540,23682363.85,23552754.89
2025,1,JAN,2025-01-01,EUROCONTROL Area (PRR),Area (FIR),FTFM,24223270,23424971.12,23247704.21
2025,1,JAN,2025-01-01,EUROCONTROL Area (PRR),Area (FIR),SFR,23495578,22755835.42,22583009.14
2025,1,JAN,2025-01-01,Estonia,State (FIR),CPF,69628,69385.46,65562.9
2025,1,JAN,2025-01-01,Estonia,State (FIR),FTFM,68019,67849.72,63912.380000000005
2025,1,JAN,2025-01-01,Estonia,State (FIR),SFR,62830,62662.98,58926.18
2025,1,JAN,2025-01-01,FAB CE,FAB (FIR),CPF,2149371,2141770.33,2110052.33
2025,1,JAN,2025-01-01,FAB CE,FAB (FIR),FTFM,2141130,2128140.08,2088122.52
2025,1,JAN,2025-01-01,FAB CE,FAB (FIR),SFR,2042626,2030744.64,1993687.25
2025,1,JAN,2025-01-01,FAB CE (SES RP1),FAB (FIR),CPF,1515852,1509841.21,1483983.55
2025,1,JAN,2025-01-01,FAB CE (SES RP1),FAB (FIR),FTFM,1503846,1493306.1,1459970.88
2025,1,JAN,2025-01-01,FAB CE (SES RP1),FAB (FIR),SFR,1435055,1425293.58,1394462.82
2025,1,JAN,2025-01-01,FAB CE (SES RP2),FAB (FIR),CPF,1901623,1894596.6,1864929.4100000001
2025,1,JAN,2025-01-01,FAB CE (SES RP2),FAB (FIR),FTFM,1887392,1875281.19,1837613.9
2025,1,JAN,2025-01-01,FAB CE (SES RP2),FAB (FIR),SFR,1797875,1786771.3900000001,1752035.57
2025,1,JAN,2025-01-01,FABEC,FAB (FIR),CPF,6336024,6263448.96,6179596.98
2025,1,JAN,2025-01-01,FABEC,FAB (FIR),FTFM,6392199,6212485.43,6102936.32
2025,1,JAN,2025-01-01,FABEC,FAB (FIR),SFR,6273583,6105680.78,6000057.86
2025,1,JAN,2025-01-01,Finland,State (FIR),CPF,101788,101567.32,98634.42
2025,1,JAN,2025-01-01,Finland,State (FIR),FTFM,103378,102968.8,99718.33
2025,1,JAN,2025-01-01,Finland,State (FIR),SFR,98347,97899.7,94687.63
2025,1,JAN,2025-01-01,France,State (FIR),CPF,3536964,3499439.48,3442348.26
2025,1,JAN,2025-01-01,France,State (FIR),FTFM,3556841,3457244.25,3385156.86
2025,1,JAN,2025-01-01,France,State (FIR),SFR,3503414,3410061.41,3339919.42
2025,1,JAN,2025-01-01,Georgia,State (FIR),CPF,197090,196319.24,184407.19
2025,1,JAN,2025-01-01,Georgia,State (FIR),FTFM,182952,181804.35,172150.93
2025,1,JAN,2025-01-01,Georgia,State (FIR),SFR,162330,161432.17,153629.61000000002
2025,1,JAN,2025-01-01,Germany,State (FIR),CPF,1809018,1800254.4100000001,1774586.6800000002
2025,1,JAN,2025-01-01,Germany,State (FIR),FTFM,1823403,1790235.54,1752794.0899999999
2025,1,JAN,2025-01-01,Germany,State (FIR),SFR,1768969,1738393.05,1703318.9300000002
2025,1,JAN,2025-01-01,Greece,State (FIR),CPF,989353,986868.47,975951.78
2025,1,JAN,2025-01-01,Greece,State (FIR),FTFM,995045,987377.43,973713.71
2025,1,JAN,2025-01-01,Greece,State (FIR),SFR,946603,940701.31,929101.89
2025,1,JAN,2025-01-01,Hungary,State (FIR),CPF,443519,443002.16000000003,434651.16000000003
2025,1,JAN,2025-01-01,Hungary,State (FIR),FTFM,436073,434392.31,424288.5
2025,1,JAN,2025-01-01,Hungary,State (FIR),SFR,410672,409101.02,399665
2025,1,JAN,2025-01-01,Ireland,State (FIR),CPF,247584,247301.42,244641.84
2025,1,JAN,2025-01-01,Ireland,State (FIR),FTFM,198682,197868.44,194723.62
2025,1,JAN,2025-01-01,Ireland,State (FIR),SFR,162616,162077.38,159344.16
2025,1,JAN,2025-01-01,Italy,State (FIR),CPF,1616593,1603468.1099999999,1575574.8900000001
2025,1,JAN,2025-01-01,Italy,State (FIR),FTFM,1630207,1605558.22,1569977.8
2025,1,JAN,2025-01-01,Italy,State (FIR),SFR,1614080,1590619.9300000002,1557090.2
2025,1,JAN,2025-01-01,Latvia,State (FIR),CPF,74913,74647.44,69631.21
2025,1,JAN,2025-01-01,Latvia,State (FIR),FTFM,75100,74747.45,69704.08
2025,1,JAN,2025-01-01,Latvia,State (FIR),SFR,71450,71075.54000000001,66385.61
2025,1,JAN,2025-01-01,Lithuania,State (FIR),CPF,62276,62133.96,56100
2025,1,JAN,2025-01-01,Lithuania,State (FIR),FTFM,62575,62382.23,55428.47
2025,1,JAN,2025-01-01,Lithuania,State (FIR),SFR,60035,59854.04,53298.64
2025,1,JAN,2025-01-01,Malta,State (FIR),CPF,131208,131056.26000000001,129315.5
2025,1,JAN,2025-01-01,Malta,State (FIR),FTFM,130154,129990.17,128178.59
2025,1,JAN,2025-01-01,Malta,State (FIR),SFR,116959,116849.89,115372.95
2025,1,JAN,2025-01-01,Moldova,State (FIR),CPF,1857,1825.96,1627.08
2025,1,JAN,2025-01-01,Moldova,State (FIR),FTFM,733,728.13,613.67
2025,1,JAN,2025-01-01,Moldova,State (FIR),SFR,733,728.13,613.67
2025,1,JAN,2025-01-01,Morocco,State (FIR),CPF,877401,873514,863692.11
2025,1,JAN,2025-01-01,Morocco,State (FIR),FTFM,877812,868339.43,857303.49
2025,1,JAN,2025-01-01,Morocco,State (FIR),SFR,866248,857634.55,846998.28
2025,1,JAN,2025-01-01,NEFAB,FAB (FIR),CPF,536693,529535.03,520528.57
2025,1,JAN,2025-01-01,NEFAB,FAB (FIR),FTFM,542882,534703.56,523760.13
2025,1,JAN,2025-01-01,NEFAB,FAB (FIR),SFR,505571,497599.74,487580.58
2025,1,JAN,2025-01-01,Netherlands,State (FIR),CPF,385920,382561.62,375497.58
2025,1,JAN,2025-01-01,Netherlands,State (FIR),FTFM,383411,378180.17,368227.9
2025,1,JAN,2025-01-01,Netherlands,State (FIR),SFR,372986,368271.85000000003,358727.24
2025,1,JAN,2025-01-01,North Macedonia,State (FIR),CPF,69785,69460.57,68371.01
2025,1,JAN,2025-01-01,North Macedonia,State (FIR),FTFM,70465,70310.77,68750.45
2025,1,JAN,2025-01-01,North Macedonia,State (FIR),SFR,66653,66550.92,65099.61
2025,1,JAN,2025-01-01,Norway,State (FIR),CPF,289779,288785.01,286134.3
2025,1,JAN,2025-01-01,Norway,State (FIR),FTFM,295468,293352.79,289573.58
2025,1,JAN,2025-01-01,Norway,State (FIR),SFR,272027,270142.08,266729.41000000003
2025,1,JAN,2025-01-01,Poland,State (FIR),CPF,475996,474681.68,454310.29000000004
2025,1,JAN,2025-01-01,Poland,State (FIR),FTFM,483084,476365.58,451457.55
2025,1,JAN,2025-01-01,Poland,State (FIR),SFR,464133,458364.58,435888.39
2025,1,JAN,2025-01-01,Portugal (Continental),State (FIR),CPF,742310,740844.92,732566.72
2025,1,JAN,2025-01-01,Portugal (Continental),State (FIR),FTFM,738694,735528.5,725797.14
2025,1,JAN,2025-01-01,Portugal (Continental),State (FIR),SFR,729801,727134.55,718013.52
2025,1,JAN,2025-01-01,Romania,State (FIR),CPF,725618,724217.85,698117.54
2025,1,JAN,2025-01-01,Romania,State (FIR),FTFM,700883,699840.92,672901.42
2025,1,JAN,2025-01-01,Romania,State (FIR),SFR,654297,653324.4400000001,628819.02
2025,1,JAN,2025-01-01,SES Area (RP2),Area (FIR),CPF,19476643,19171965,18989983.11
2025,1,JAN,2025-01-01,SES Area (RP2),Area (FIR),FTFM,19431530,18911293.72,18684506.2
2025,1,JAN,2025-01-01,SES Area (RP2),Area (FIR),SFR,18870527,18384407.05,18168981.2
2025,1,JAN,2025-01-01,SES Area (RP3),Area (FIR),CPF,17997656,17733222.3,17557312.84
2025,1,JAN,2025-01-01,SES Area (RP3),Area (FIR),FTFM,17999844,17536843.15,17319682.73
2025,1,JAN,2025-01-01,SES Area (RP3),Area (FIR),SFR,17483281,17050164.78,16844706.87
2025,1,JAN,2025-01-01,SW FAB,FAB (FIR),CPF,3440367,3404172.7,3363990.7800000003
2025,1,JAN,2025-01-01,SW FAB,FAB (FIR),FTFM,3451339,3385632.97,3335961.82
2025,1,JAN,2025-01-01,SW FAB,FAB (FIR),SFR,3401848,3338684.41,3290911.52
2025,1,JAN,2025-01-01,Serbia and Montenegro,State (FIR),CPF,406945,404763.79000000004,399336.34
2025,1,JAN,2025-01-01,Serbia and Montenegro,State (FIR),FTFM,405478,404485.92,397458.61
2025,1,JAN,2025-01-01,Serbia and Montenegro,State (FIR),SFR,388997,388065.44,381334.82
2025,1,JAN,2025-01-01,Slovakia,State (FIR),CPF,141431,141194.76,135351.31
2025,1,JAN,2025-01-01,Slovakia,State (FIR),FTFM,140722,140351.34,133195.25
2025,1,JAN,2025-01-01,Slovakia,State (FIR),SFR,134299,133892.52,127733.94
2025,1,JAN,2025-01-01,Slovenia,State (FIR),CPF,101385,101300.97,99996.5
2025,1,JAN,2025-01-01,Slovenia,State (FIR),FTFM,100626,100600.61,98865.79000000001
2025,1,JAN,2025-01-01,Slovenia,State (FIR),SFR,96611,96589.12,94962.49
2025,1,JAN,2025-01-01,Spain,State (FIR),CPF,2692219,2664159.4,2625705.96
2025,1,JAN,2025-01-01,Spain,State (FIR),FTFM,2704977,2650787.49,2602748.76
2025,1,JAN,2025-01-01,Spain,State (FIR),SFR,2664771,2612478.09,2565892.71
2025,1,JAN,2025-01-01,Spain (Canarias),State (FIR),CPF,367320,365003.74,359413.25
2025,1,JAN,2025-01-01,Spain (Canarias),State (FIR),FTFM,364989,358096.60000000003,349469.65
2025,1,JAN,2025-01-01,Spain (Canarias),State (FIR),SFR,347945,341493.44,333005.4
2025,1,JAN,2025-01-01,Spain (Continental),State (FIR),CPF,2324899,2299155.66,2266292.71
2025,1,JAN,2025-01-01,Spain (Continental),State (FIR),FTFM,2339988,2292690.89,2253279.11
2025,1,JAN,2025-01-01,Spain (Continental),State (FIR),SFR,2316826,2270984.66,2232887.31
2025,1,JAN,2025-01-01,Sweden,State (FIR),CPF,375701,374965.2,370254.09
2025,1,JAN,2025-01-01,Sweden,State (FIR),FTFM,377507,374532.46,367965.48
2025,1,JAN,2025-01-01,Sweden,State (FIR),SFR,370269,367529.79,361452.23
2025,1,JAN,2025-01-01,Switzerland,State (FIR),CPF,252493,251111.72,244067.95
2025,1,JAN,2025-01-01,Switzerland,State (FIR),FTFM,256358,252815.14,243076.09
2025,1,JAN,2025-01-01,Switzerland,State (FIR),SFR,258145,254895.37,245391.68
2025,1,JAN,2025-01-01,Türkiye,State (FIR),CPF,2460115,2417604.94,2356030.71
2025,1,JAN,2025-01-01,Türkiye,State (FIR),FTFM,2580480,2481784.87,2407182.8
2025,1,JAN,2025-01-01,Türkiye,State (FIR),SFR,2374582,2287197.07,2219602.46
2025,1,JAN,2025-01-01,UK (Continental),State (FIR),CPF,1479927,1461365.49,1433601.8
2025,1,JAN,2025-01-01,UK (Continental),State (FIR),FTFM,1436318,1405053.1099999999,1369394.9
2025,1,JAN,2025-01-01,UK (Continental),State (FIR),SFR,1378068,1349458.76,1315363.69
2025,1,JAN,2025-01-01,UK-Ireland FAB,FAB (FIR),CPF,1728270,1707030.97,1678989.0899999999
2025,1,JAN,2025-01-01,UK-Ireland FAB,FAB (FIR),FTFM,1634521,1599221.8399999999,1563654.8599999999
2025,1,JAN,2025-01-01,UK-Ireland FAB,FAB (FIR),SFR,1541563,1509423.17,1475584.51
2025,1,JAN,2025-01-02,Albania,State (FIR),CPF,105912,105437.40000000001,103218.42
2025,1,JAN,2025-01-02,Albania,State (FIR),FTFM,106409,105562.62,102260.55
2025,1,JAN,2025-01-02,Albania,State (FIR),SFR,98570,97838.8,94677.23
2025,1,JAN,2025-01-02,Armenia,State (FIR),CPF,47115,46812.11,45102.11
2025,1,JAN,2025-01-02,Armenia,State (FIR),FTFM,47715,47427.19,45437.57
2025,1,JAN,2025-01-02,Armenia,State (FIR),SFR,52448,52091.31,49979.74
2025,1,JAN,2025-01-02,Austria,State (FIR),CPF,636634,635337.96,624819.38
2025,1,JAN,2025-01-02,Austria,State (FIR),FTFM,642662,640412.77,625441.33
2025,1,JAN,2025-01-02,Austria,State (FIR),SFR,618715,616699.36,602652.81
2025,1,JAN,2025-01-02,BLUE MED FAB,FAB (FIR),CPF,3496816,3468152.49,3411459.39
2025,1,JAN,2025-01-02,BLUE MED FAB,FAB (FIR),FTFM,3497312,3444713.13,3375593.39
2025,1,JAN,2025-01-02,BLUE MED FAB,FAB (FIR),SFR,3397860,3351284.99,3286984.34
2025,1,JAN,2025-01-02,Baltic FAB,FAB (FIR),CPF,671226,666656.35,640641.01
2025,1,JAN,2025-01-02,Baltic FAB,FAB (FIR),FTFM,682486,671740.04,639398.1900000001
2025,1,JAN,2025-01-02,Baltic FAB,FAB (FIR),SFR,647176,637360.27,609097.39
2025,1,JAN,2025-01-02,Belgium,State (FIR),CPF,395893,394117.75,384523.52
2025,1,JAN,2025-01-02,Belgium,State (FIR),FTFM,419713,413319.4,396912.34
2025,1,JAN,2025-01-02,Belgium,State (FIR),SFR,420117,413811.49,398143.88
2025,1,JAN,2025-01-02,Bosnia and Herzegovina,State (FIR),CPF,269256,269121.94,265898.12
2025,1,JAN,2025-01-02,Bosnia and Herzegovina,State (FIR),FTFM,273678,273433.8,269465.98
2025,1,JAN,2025-01-02,Bosnia and Herzegovina,State (FIR),SFR,264399,264204.06,260389.88
2025,1,JAN,2025-01-02,Bulgaria,State (FIR),CPF,689458,688001.58,667698.09
2025,1,JAN,2025-01-02,Bulgaria,State (FIR),FTFM,678161,675752.86,653396.52
2025,1,JAN,2025-01-02,Bulgaria,State (FIR),SFR,637503,635130.85,614973.46
2025,1,JAN,2025-01-02,Croatia,State (FIR),CPF,462779,462208.53,456533.51
2025,1,JAN,2025-01-02,Croatia,State (FIR),FTFM,454576,453712.92,446928.97000000003
2025,1,JAN,2025-01-02,Croatia,State (FIR),SFR,434730,434136.67,427917.44
2025,1,JAN,2025-01-02,Cyprus,State (FIR),CPF,367803,365695.76,353080.68
2025,1,JAN,2025-01-02,Cyprus,State (FIR),FTFM,372202,367043.84,353820.31
2025,1,JAN,2025-01-02,Cyprus,State (FIR),SFR,347170,342293.54,330433.33
2025,1,JAN,2025-01-02,Czech Republic,State (FIR),CPF,347556,346733.22000000003,339610.43
2025,1,JAN,2025-01-02,Czech Republic,State (FIR),FTFM,344209,342409.54,332587.83
2025,1,JAN,2025-01-02,Czech Republic,State (FIR),SFR,332887,331272.72000000003,322101.89
2025,1,JAN,2025-01-02,DANUBE FAB,FAB (FIR),CPF,1534217,1530302.73,1483642.02
2025,1,JAN,2025-01-02,DANUBE FAB,FAB (FIR),FTFM,1516003,1509433.08,1459784.78
2025,1,JAN,2025-01-02,DANUBE FAB,FAB (FIR),SFR,1417858,1411652.37,1366780.44
2025,1,JAN,2025-01-02,DK-SE FAB,FAB (FIR),CPF,810988,809488.52,801004.46
2025,1,JAN,2025-01-02,DK-SE FAB,FAB (FIR),FTFM,819277,813402.9400000001,800137.28
2025,1,JAN,2025-01-02,DK-SE FAB,FAB (FIR),SFR,799363,794010.25,782192.39
2025,1,JAN,2025-01-02,Denmark,State (FIR),CPF,265817,265549.37,263171.81
2025,1,JAN,2025-01-02,Denmark,State (FIR),FTFM,266802,265584.47000000003,261291.87
2025,1,JAN,2025-01-02,Denmark,State (FIR),SFR,258850,257890.77000000002,254030.49000000002
2025,1,JAN,2025-01-02,EUROCONTROL Area (PRR),Area (FIR),CPF,28210882,27595737.27,27429306.77
2025,1,JAN,2025-01-02,EUROCONTROL Area (PRR),Area (FIR),FTFM,28360159,27403859.26,27174132.5
2025,1,JAN,2025-01-02,EUROCONTROL Area (PRR),Area (FIR),SFR,27557497,26673895.93,26450855.53
2025,1,JAN,2025-01-02,Estonia,State (FIR),CPF,85413,85199.84,80256.15000000001
2025,1,JAN,2025-01-02,Estonia,State (FIR),FTFM,84886,84722.61,79539.15000000001
2025,1,JAN,2025-01-02,Estonia,State (FIR),SFR,78250,78115.15000000001,73357.48
2025,1,JAN,2025-01-02,FAB CE,FAB (FIR),CPF,2530954,2521112.17,2483495.18
2025,1,JAN,2025-01-02,FAB CE,FAB (FIR),FTFM,2527359,2511387.6,2464254.36
2025,1,JAN,2025-01-02,FAB CE,FAB (FIR),SFR,2422876,2408430.97,2364839.66
2025,1,JAN,2025-01-02,FAB CE (SES RP1),FAB (FIR),CPF,1799589,1792000.76,1761714.74
2025,1,JAN,2025-01-02,FAB CE (SES RP1),FAB (FIR),FTFM,1798632,1785829.88,1747345.19
2025,1,JAN,2025-01-02,FAB CE (SES RP1),FAB (FIR),SFR,1723037,1711394.55,1675779.8900000001
2025,1,JAN,2025-01-02,FAB CE (SES RP2),FAB (FIR),CPF,2262093,2252970.15,2217987.18
2025,1,JAN,2025-01-02,FAB CE (SES RP2),FAB (FIR),FTFM,2252851,2237905.71,2193960.14
2025,1,JAN,2025-01-02,FAB CE (SES RP2),FAB (FIR),SFR,2157556,2144026.33,2103529.04
2025,1,JAN,2025-01-02,FABEC,FAB (FIR),CPF,7469451,7375991.56,7272831.39
2025,1,JAN,2025-01-02,FABEC,FAB (FIR),FTFM,7560276,7333709.61,7196935.16
2025,1,JAN,2025-01-02,FABEC,FAB (FIR),SFR,7438088,7225757.22,7094028.03
2025,1,JAN,2025-01-02,Finland,State (FIR),CPF,146390,146068.13,141865.79
2025,1,JAN,2025-01-02,Finland,State (FIR),FTFM,148040,147448.54,142930.36000000002
2025,1,JAN,2025-01-02,Finland,State (FIR),SFR,142570,141959.43,137524.86000000002
2025,1,JAN,2025-01-02,France,State (FIR),CPF,4105353,4056643.72,3988091.8200000003
2025,1,JAN,2025-01-02,France,State (FIR),FTFM,4119856,3998725.52,3913670.84
2025,1,JAN,2025-01-02,France,State (FIR),SFR,4057514,3943945.96,3861340.81
2025,1,JAN,2025-01-02,Georgia,State (FIR),CPF,224661,223756.56,211336.15
2025,1,JAN,2025-01-02,Georgia,State (FIR),FTFM,213429,211992.81,201729.33000000002
2025,1,JAN,2025-01-02,Georgia,State (FIR),SFR,183922,182832.63,174505.2
2025,1,JAN,2025-01-02,Germany,State (FIR),CPF,2237608,2223304.99,2190137.86
2025,1,JAN,2025-01-02,Germany,State (FIR),FTFM,2272049,2224764.41,2173792.8
2025,1,JAN,2025-01-02,Germany,State (FIR),SFR,2218391,2175356.42,2126758.02
2025,1,JAN,2025-01-02,Greece,State (FIR),CPF,1134354,1130276.82,1115344.55
2025,1,JAN,2025-01-02,Greece,State (FIR),FTFM,1127480,1117440.67,1098594.76
2025,1,JAN,2025-01-02,Greece,State (FIR),SFR,1065199,1057326.26,1041156.06
2025,1,JAN,2025-01-02,Hungary,State (FIR),CPF,533489,532866.74,523462.66000000003
2025,1,JAN,2025-01-02,Hungary,State (FIR),FTFM,529088,527237.71,516152.25
2025,1,JAN,2025-01-02,Hungary,State (FIR),SFR,500200,498566.67,488307.51
2025,1,JAN,2025-01-02,Ireland,State (FIR),CPF,311174,310801.66000000003,306549.15
2025,1,JAN,2025-01-02,Ireland,State (FIR),FTFM,274139,273169.2,268077.92
2025,1,JAN,2025-01-02,Ireland,State (FIR),SFR,243891,243306.5,238702.4
2025,1,JAN,2025-01-02,Italy,State (FIR),CPF,1855730,1839742.12,1805931.3900000001
2025,1,JAN,2025-01-02,Italy,State (FIR),FTFM,1859303,1829472.63,1786921.1800000002
2025,1,JAN,2025-01-02,Italy,State (FIR),SFR,1844853,1816724.76,1776608.73
2025,1,JAN,2025-01-02,Latvia,State (FIR),CPF,99457,99100.7,92806.75
2025,1,JAN,2025-01-02,Latvia,State (FIR),FTFM,99924,99509.19,93142.61
2025,1,JAN,2025-01-02,Latvia,State (FIR),SFR,94903,94491.72,88787.06
2025,1,JAN,2025-01-02,Lithuania,State (FIR),CPF,74122,73955.69,67657.84
2025,1,JAN,2025-01-02,Lithuania,State (FIR),FTFM,75632,75410.58,68022.35
2025,1,JAN,2025-01-02,Lithuania,State (FIR),SFR,70964,70786.84,64146.89
2025,1,JAN,2025-01-02,Malta,State (FIR),CPF,146729,146539.86000000002,144861.38
2025,1,JAN,2025-01-02,Malta,State (FIR),FTFM,146532,146305.39,144418.63
2025,1,JAN,2025-01-02,Malta,State (FIR),SFR,135057,134867.79,133290.99
2025,1,JAN,2025-01-02,Moldova,State (FIR),CPF,2773,2773.73,2425.67
2025,1,JAN,2025-01-02,Moldova,State (FIR),FTFM,1300,1287.13,1099.25
2025,1,JAN,2025-01-02,Moldova,State (FIR),SFR,1271,1258.76,1075.1200000000001
2025,1,JAN,2025-01-02,Morocco,State (FIR),CPF,980523,975769.61,964247.3
2025,1,JAN,2025-01-02,Morocco,State (FIR),FTFM,985265,975424.91,962675.66
2025,1,JAN,2025-01-02,Morocco,State (FIR),SFR,972814,963994.22,951783.93
2025,1,JAN,2025-01-02,NEFAB,FAB (FIR),CPF,705259,692026.3,680840.27
2025,1,JAN,2025-01-02,NEFAB,FAB (FIR),FTFM,715364,703623.78,690104.89
2025,1,JAN,2025-01-02,NEFAB,FAB (FIR),SFR,675235,663797.53,652018.93
2025,1,JAN,2025-01-02,Netherlands,State (FIR),CPF,446210,443869.51,435679.58
2025,1,JAN,2025-01-02,Netherlands,State (FIR),FTFM,454457,447629.61,434925.78
2025,1,JAN,2025-01-02,Netherlands,State (FIR),SFR,445860,439536.98,427324.60000000003
2025,1,JAN,2025-01-02,North Macedonia,State (FIR),CPF,78995,78927.7,77732.23
2025,1,JAN,2025-01-02,North Macedonia,State (FIR),FTFM,80156,80025.44,78201.57
2025,1,JAN,2025-01-02,North Macedonia,State (FIR),SFR,75399,75330.5,73668.02
2025,1,JAN,2025-01-02,Norway,State (FIR),CPF,373861,369377.48,365802.73
2025,1,JAN,2025-01-02,Norway,State (FIR),FTFM,382095,378873.89,374126.16000000003
2025,1,JAN,2025-01-02,Norway,State (FIR),SFR,358176,355168.51,351131.16000000003
2025,1,JAN,2025-01-02,Poland,State (FIR),CPF,597695,596075.4500000001,573381.33
2025,1,JAN,2025-01-02,Poland,State (FIR),FTFM,607708,600047.62,572017.11
2025,1,JAN,2025-01-02,Poland,State (FIR),SFR,576254,569283.39,544982.45
2025,1,JAN,2025-01-02,Portugal (Continental),State (FIR),CPF,886378,884314.96,872993.02
2025,1,JAN,2025-01-02,Portugal (Continental),State (FIR),FTFM,879039,874833.89,861870.18
2025,1,JAN,2025-01-02,Portugal (Continental),State (FIR),SFR,876367,872729.36,860970.35
2025,1,JAN,2025-01-02,Romania,State (FIR),CPF,841168,840410.85,812460.75
2025,1,JAN,2025-01-02,Romania,State (FIR),FTFM,837607,835986.29,806015.21
2025,1,JAN,2025-01-02,Romania,State (FIR),SFR,775880,774309.8,747477.13
2025,1,JAN,2025-01-02,SES Area (RP2),Area (FIR),CPF,22978045,22596573.5,22372852.47
2025,1,JAN,2025-01-02,SES Area (RP2),Area (FIR),FTFM,23007857,22361541.47,22082161.24
2025,1,JAN,2025-01-02,SES Area (RP2),Area (FIR),SFR,22402114,21799404.13,21536234.15
2025,1,JAN,2025-01-02,SES Area (RP3),Area (FIR),CPF,21232846,20902418.13,20687246.86
2025,1,JAN,2025-01-02,SES Area (RP3),Area (FIR),FTFM,21295350,20727726.86,20460223.59
2025,1,JAN,2025-01-02,SES Area (RP3),Area (FIR),SFR,20747674,20217476.3,19965761.87
2025,1,JAN,2025-01-02,SW FAB,FAB (FIR),CPF,3956508,3908745.3200000003,3858030.34
2025,1,JAN,2025-01-02,SW FAB,FAB (FIR),FTFM,3967316,3887374.48,3827127.24
