YEAR,MONTH_NUM,MONTH_MON,ENTRY_DATE,ENTITY_NAME,ENTITY_TYPE,TYPE_MODEL,DIST_FLOWN_KM,DIST_DIRECT_KM,DIST_ACHIEVED_KM
2025,2,FEB,2025-02-07,UK-Ireland FAB,FAB (FIR),FTFM,1974697,1917708.94,1869467.2000000002
2025,2,FEB,2025-02-07,UK-Ireland FAB,FAB (FIR),SFR,1876722,1825152.03,1779781.3399999999
2025,2,FEB,2025-02-08,Albania,State (FIR),CPF,85942,85595.40000000001,83807.1
2025,2,FEB,2025-02-08,Albania,State (FIR),FTFM,88385,87623.22,84745.17
2025,2,FEB,2025-02-08,Albania,State (FIR),SFR,82371,81746.32,79007.09
2025,2,FEB,2025-02-08,Armenia,State (FIR),CPF,43299,42853.47,41065.53
2025,2,FEB,2025-02-08,Armenia,State (FIR),FTFM,40987,40801.26,39082.3
2025,2,FEB,2025-02-08,Armenia,State (FIR),SFR,35167,34916.46,33503.14
2025,2,FEB,2025-02-08,Austria,State (FIR),CPF,609821,608643.24,599412.4400000001
2025,2,FEB,2025-02-08,Austria,State (FIR),FTFM,613701,611907.38,599386.54
2025,2,FEB,2025-02-08,Austria,State (FIR),SFR,592136,590440.86,578391.17
2025,2,FEB,2025-02-08,BLUE MED FAB,FAB (FIR),CPF,3124018,3103834.26,3055618.19
2025,2,FEB,2025-02-08,BLUE MED FAB,FAB (FIR),FTFM,3118425,3076306.42,3018349.57
2025,2,FEB,2025-02-08,BLUE MED FAB,FAB (FIR),SFR,3038749,2999965.4,2946151.25
2025,2,FEB,2025-02-08,Baltic FAB,FAB (FIR),CPF,598534,593944.92,567971.52
2025,2,FEB,2025-02-08,Baltic FAB,FAB (FIR),FTFM,605598,595292.81,563073.55
2025,2,FEB,2025-02-08,Baltic FAB,FAB (FIR),SFR,583082,573533.98,544166.63
2025,2,FEB,2025-02-08,Belgium,State (FIR),CPF,438340,436802.46,426089.21
2025,2,FEB,2025-02-08,Belgium,State (FIR),FTFM,474803,469037.04000000004,450877.72000000003
2025,2,FEB,2025-02-08,Belgium,State (FIR),SFR,476101,470801.28,453291.43
2025,2,FEB,2025-02-08,Bosnia and Herzegovina,State (FIR),CPF,248622,248499.78,245965.67
2025,2,FEB,2025-02-08,Bosnia and Herzegovina,State (FIR),FTFM,252767,252584.77000000002,249569.14
2025,2,FEB,2025-02-08,Bosnia and Herzegovina,State (FIR),SFR,245673,245539.21,242552.35
2025,2,FEB,2025-02-08,Bulgaria,State (FIR),CPF,685859,683983.21,663689.34
2025,2,FEB,2025-02-08,Bulgaria,State (FIR),FTFM,667198,664892.96,643501.52
2025,2,FEB,2025-02-08,Bulgaria,State (FIR),SFR,636543,634271.74,614628.22
2025,2,FEB,2025-02-08,Croatia,State (FIR),CPF,378858,378442.45,374159.39
2025,2,FEB,2025-02-08,Croatia,State (FIR),FTFM,379421,378833.38,373659.39
2025,2,FEB,2025-02-08,Croatia,State (FIR),SFR,363868,363479.97000000003,358689.85000000003
2025,2,FEB,2025-02-08,Cyprus,State (FIR),CPF,286942,285778.22000000003,275800.06
2025,2,FEB,2025-02-08,Cyprus,State (FIR),FTFM,292131,287346.19,276727.11
2025,2,FEB,2025-02-08,Cyprus,State (FIR),SFR,270483,265804.76,256281.38
2025,2,FEB,2025-02-08,Czech Republic,State (FIR),CPF,322926,322204.96,315634.21
2025,2,FEB,2025-02-08,Czech Republic,State (FIR),FTFM,318464,316968.43,307923.68
2025,2,FEB,2025-02-08,Czech Republic,State (FIR),SFR,302501,301102.94,292778.63
2025,2,FEB,2025-02-08,DANUBE FAB,FAB (FIR),CPF,1549778,1544158.54,1495872.1
2025,2,FEB,2025-02-08,DANUBE FAB,FAB (FIR),FTFM,1507300,1501402.3,1451147.63
2025,2,FEB,2025-02-08,DANUBE FAB,FAB (FIR),SFR,1423418,1417790.59,1371629.99
2025,2,FEB,2025-02-08,DK-SE FAB,FAB (FIR),CPF,734761,733533.49,726323.5
2025,2,FEB,2025-02-08,DK-SE FAB,FAB (FIR),FTFM,735501,731379.98,720433.8200000001
2025,2,FEB,2025-02-08,DK-SE FAB,FAB (FIR),SFR,716455,712715.96,702782.24
2025,2,FEB,2025-02-08,Denmark,State (FIR),CPF,246305,246153.28,244090.75
2025,2,FEB,2025-02-08,Denmark,State (FIR),FTFM,248497,247575.95,243833.9
2025,2,FEB,2025-02-08,Denmark,State (FIR),SFR,242472,241750.51,238274.32
2025,2,FEB,2025-02-08,EUROCONTROL Area (PRR),Area (FIR),CPF,27355511,26789917.99,26644767.37
2025,2,FEB,2025-02-08,EUROCONTROL Area (PRR),Area (FIR),FTFM,27306899,26425090.84,26229169.98
2025,2,FEB,2025-02-08,EUROCONTROL Area (PRR),Area (FIR),SFR,26525436,25706849.9,25516662.64
2025,2,FEB,2025-02-08,Estonia,State (FIR),CPF,79544,79292.91,75768.33
2025,2,FEB,2025-02-08,Estonia,State (FIR),FTFM,78418,78209.26,74555.31
2025,2,FEB,2025-02-08,Estonia,State (FIR),SFR,71994,71792.97,68462.03
2025,2,FEB,2025-02-08,FAB CE,FAB (FIR),CPF,2353462,2344467.57,2309986.96
2025,2,FEB,2025-02-08,FAB CE,FAB (FIR),FTFM,2346644,2332886.98,2290471.14
2025,2,FEB,2025-02-08,FAB CE,FAB (FIR),SFR,2248520,2235856.79,2196220.61
2025,2,FEB,2025-02-08,FAB CE (SES RP1),FAB (FIR),CPF,1723496,1716274.96,1687407.67
2025,2,FEB,2025-02-08,FAB CE (SES RP1),FAB (FIR),FTFM,1712204,1701005.31,1665012.48
2025,2,FEB,2025-02-08,FAB CE (SES RP1),FAB (FIR),SFR,1636945,1626477.3599999999,1592962.29
2025,2,FEB,2025-02-08,FAB CE (SES RP2),FAB (FIR),CPF,2102956,2094516.83,2062150.87
2025,2,FEB,2025-02-08,FAB CE (SES RP2),FAB (FIR),FTFM,2092091,2079205.05,2039131.35
2025,2,FEB,2025-02-08,FAB CE (SES RP2),FAB (FIR),SFR,2001534,1989592.5899999999,1952365.9100000001
2025,2,FEB,2025-02-08,FABEC,FAB (FIR),CPF,7190095,7101221.77,7006320.53
2025,2,FEB,2025-02-08,FABEC,FAB (FIR),FTFM,7251836,7041342.05,6917943.16
2025,2,FEB,2025-02-08,FABEC,FAB (FIR),SFR,7150715,6953737.96,6834550.29
2025,2,FEB,2025-02-08,Finland,State (FIR),CPF,138868,138503.89,135743.49
2025,2,FEB,2025-02-08,Finland,State (FIR),FTFM,141092,140406.45,137227.28
2025,2,FEB,2025-02-08,Finland,State (FIR),SFR,133933,133258.18,130141.61
2025,2,FEB,2025-02-08,France,State (FIR),CPF,3869158,3826440.96,3762430.99
2025,2,FEB,2025-02-08,France,State (FIR),FTFM,3859051,3753617.9,3674501.52
2025,2,FEB,2025-02-08,France,State (FIR),SFR,3817690,3718249.5,3640785.8200000003
2025,2,FEB,2025-02-08,Georgia,State (FIR),CPF,231816,230954.85,216615.57
2025,2,FEB,2025-02-08,Georgia,State (FIR),FTFM,224598,223286.39,211602.92
2025,2,FEB,2025-02-08,Georgia,State (FIR),SFR,229109,228030,216893.64
2025,2,FEB,2025-02-08,Germany,State (FIR),CPF,2202628,2188607.44,2157131.85
2025,2,FEB,2025-02-08,Germany,State (FIR),FTFM,2229313,2183427.86,2136639.53
2025,2,FEB,2025-02-08,Germany,State (FIR),SFR,2174798,2133531.77,2089395.56
2025,2,FEB,2025-02-08,Greece,State (FIR),CPF,1009353,1006828.51,994238.61
2025,2,FEB,2025-02-08,Greece,State (FIR),FTFM,1004762,997876.72,982955.88
2025,2,FEB,2025-02-08,Greece,State (FIR),SFR,954776,949000.76,936557.18
2025,2,FEB,2025-02-08,Hungary,State (FIR),CPF,538629,537968.46,528207.55
2025,2,FEB,2025-02-08,Hungary,State (FIR),FTFM,529695,528172.76,516740
2025,2,FEB,2025-02-08,Hungary,State (FIR),SFR,500630,499179.81,488561.13
2025,2,FEB,2025-02-08,Ireland,State (FIR),CPF,391100,390689.16000000003,386523.55
2025,2,FEB,2025-02-08,Ireland,State (FIR),FTFM,342021,340936.28,336165.17
2025,2,FEB,2025-02-08,Ireland,State (FIR),SFR,295144,294490.74,290699.65
2025,2,FEB,2025-02-08,Italy,State (FIR),CPF,1657495,1646459.4100000001,1618283.03
2025,2,FEB,2025-02-08,Italy,State (FIR),FTFM,1661390,1637038.48,1601300.1600000001
2025,2,FEB,2025-02-08,Italy,State (FIR),SFR,1657678,1634021.24,1599813.1400000001
2025,2,FEB,2025-02-08,Latvia,State (FIR),CPF,80390,80120.52,75399.33
2025,2,FEB,2025-02-08,Latvia,State (FIR),FTFM,80057,79728.85,74949.22
2025,2,FEB,2025-02-08,Latvia,State (FIR),SFR,76226,75916.25,71587.27
2025,2,FEB,2025-02-08,Lithuania,State (FIR),CPF,65790,65541.8,59416.58
2025,2,FEB,2025-02-08,Lithuania,State (FIR),FTFM,66955,66650.52,59666.04
2025,2,FEB,2025-02-08,Lithuania,State (FIR),SFR,63809,63451,56954.520000000004
2025,2,FEB,2025-02-08,Malta,State (FIR),CPF,162144,161980.07,159323.32
2025,2,FEB,2025-02-08,Malta,State (FIR),FTFM,149592,149505.73,147034.6
2025,2,FEB,2025-02-08,Malta,State (FIR),SFR,137810,137759.17,135724.13
2025,2,FEB,2025-02-08,Moldova,State (FIR),CPF,1950,1953.65,1781.41
2025,2,FEB,2025-02-08,Moldova,State (FIR),FTFM,898,892.08,800.64
2025,2,FEB,2025-02-08,Moldova,State (FIR),SFR,898,892.08,800.64
2025,2,FEB,2025-02-08,Morocco,State (FIR),CPF,1132542,1128108.29,1115765.42
2025,2,FEB,2025-02-08,Morocco,State (FIR),FTFM,1125472,1116378.3,1102943.19
2025,2,FEB,2025-02-08,Morocco,State (FIR),SFR,1111361,1103070.17,1090083.51
2025,2,FEB,2025-02-08,NEFAB,FAB (FIR),CPF,612235,606026.24,596664.4400000001
2025,2,FEB,2025-02-08,NEFAB,FAB (FIR),FTFM,618512,610906.79,599763.12
2025,2,FEB,2025-02-08,NEFAB,FAB (FIR),SFR,584731,577199.79,567164.4500000001
2025,2,FEB,2025-02-08,Netherlands,State (FIR),CPF,418081,416167.06,408424.89
2025,2,FEB,2025-02-08,Netherlands,State (FIR),FTFM,415021,409692.02,398780.53
2025,2,FEB,2025-02-08,Netherlands,State (FIR),SFR,405485,400766.45,390517.26
2025,2,FEB,2025-02-08,North Macedonia,State (FIR),CPF,64672,64598.87,63669.62
2025,2,FEB,2025-02-08,North Macedonia,State (FIR),FTFM,65299,65227.91,63789.65
2025,2,FEB,2025-02-08,North Macedonia,State (FIR),SFR,60939,60905.98,59583.24
2025,2,FEB,2025-02-08,Norway,State (FIR),CPF,313143,312212.01,309463.36
2025,2,FEB,2025-02-08,Norway,State (FIR),FTFM,318945,316663.10000000003,313031.32
2025,2,FEB,2025-02-08,Norway,State (FIR),SFR,301929,299624.51,296362.88
2025,2,FEB,2025-02-08,Poland,State (FIR),CPF,533155,531643.4,508837.4
2025,2,FEB,2025-02-08,Poland,State (FIR),FTFM,539197,531950.83,503769.29000000004
2025,2,FEB,2025-02-08,Poland,State (FIR),SFR,519040,512597.71,486991.57
2025,2,FEB,2025-02-08,Portugal (Continental),State (FIR),CPF,993693,991492.2000000001,980758.98
2025,2,FEB,2025-02-08,Portugal (Continental),State (FIR),FTFM,992336,987432.5,974740.38
2025,2,FEB,2025-02-08,Portugal (Continental),State (FIR),SFR,975830,971752.1900000001,959906.22
2025,2,FEB,2025-02-08,Romania,State (FIR),CPF,863273,861735.76,831559.27
2025,2,FEB,2025-02-08,Romania,State (FIR),FTFM,841506,840052.26,808997.06
2025,2,FEB,2025-02-08,Romania,State (FIR),SFR,785913,784519.25,756062.25
2025,2,FEB,2025-02-08,SES Area (RP2),Area (FIR),CPF,21975898,21632921.56,21428584.83
2025,2,FEB,2025-02-08,SES Area (RP2),Area (FIR),FTFM,21889038,21303747.82,21050490.88
2025,2,FEB,2025-02-08,SES Area (RP2),Area (FIR),SFR,21334124,20786740.7,20546585.1
2025,2,FEB,2025-02-08,SES Area (RP3),Area (FIR),CPF,20345588,20051740.41,19849697.56
2025,2,FEB,2025-02-08,SES Area (RP3),Area (FIR),FTFM,20316358,19805285.11,19557560.47
2025,2,FEB,2025-02-08,SES Area (RP3),Area (FIR),SFR,19818307,19338043.38,19103872.73
2025,2,FEB,2025-02-08,SW FAB,FAB (FIR),CPF,4033867,3992602.09,3944228.2199999997
2025,2,FEB,2025-02-08,SW FAB,FAB (FIR),FTFM,4032433,3957865.56,3899554.8200000003
2025,2,FEB,2025-02-08,SW FAB,FAB (FIR),SFR,3978790,3907969.76,3851616.75
2025,2,FEB,2025-02-08,Serbia and Montenegro,State (FIR),CPF,441544,440662.35000000003,434830.68
2025,2,FEB,2025-02-08,Serbia and Montenegro,State (FIR),FTFM,443953,442815.41000000003,434906.27
2025,2,FEB,2025-02-08,Serbia and Montenegro,State (FIR),SFR,430086,429014.37,421291.7
2025,2,FEB,2025-02-08,Slovakia,State (FIR),CPF,151497,151220.76,144763.87
2025,2,FEB,2025-02-08,Slovakia,State (FIR),FTFM,149433,149034.26,141543.06
2025,2,FEB,2025-02-08,Slovakia,State (FIR),SFR,141943,141542.2,134962.68
2025,2,FEB,2025-02-08,Slovenia,State (FIR),CPF,101731,101694.82,100520.88
2025,2,FEB,2025-02-08,Slovenia,State (FIR),FTFM,100686,100650.03,99229.06
2025,2,FEB,2025-02-08,Slovenia,State (FIR),SFR,97929,97900.69,96550.36
2025,2,FEB,2025-02-08,Spain,State (FIR),CPF,3040745,3010497.65,2964057.4699999997
2025,2,FEB,2025-02-08,Spain,State (FIR),FTFM,3041110,2982286.3200000003,2925855.88
2025,2,FEB,2025-02-08,Spain,State (FIR),SFR,2999982,2943462.36,2888869.25
2025,2,FEB,2025-02-08,Spain (Canarias),State (FIR),CPF,453401,450952.63,442700.72000000003
2025,2,FEB,2025-02-08,Spain (Canarias),State (FIR),FTFM,452763,444460.38,432298.3
2025,2,FEB,2025-02-08,Spain (Canarias),State (FIR),SFR,428016,420138.26,408184.93
2025,2,FEB,2025-02-08,Spain (Continental),State (FIR),CPF,2587344,2559545.02,2521356.75
2025,2,FEB,2025-02-08,Spain (Continental),State (FIR),FTFM,2588347,2537825.94,2493557.58
2025,2,FEB,2025-02-08,Spain (Continental),State (FIR),SFR,2571966,2523324.1,2480684.32
2025,2,FEB,2025-02-08,Sweden,State (FIR),CPF,488456,487517.45,482232.75
2025,2,FEB,2025-02-08,Sweden,State (FIR),FTFM,486606,483758.74,476210.74
2025,2,FEB,2025-02-08,Sweden,State (FIR),SFR,473299,470616.51,463849.91000000003
2025,2,FEB,2025-02-08,Switzerland,State (FIR),CPF,258426,256723.72,248772.04
2025,2,FEB,2025-02-08,Switzerland,State (FIR),FTFM,271429,266852.89,254866.26
2025,2,FEB,2025-02-08,Switzerland,State (FIR),SFR,271866,267687.67,255814.51
2025,2,FEB,2025-02-08,Türkiye,State (FIR),CPF,2714143,2672432.2800000003,2605057.71
2025,2,FEB,2025-02-08,Türkiye,State (FIR),FTFM,2856729,2757027.31,2675317.89
2025,2,FEB,2025-02-08,Türkiye,State (FIR),SFR,2629248,2541884.8,2466885.62
2025,2,FEB,2025-02-08,UK (Continental),State (FIR),CPF,1631043,1610897.63,1579657.78
2025,2,FEB,2025-02-08,UK (Continental),State (FIR),FTFM,1576200,1537432.65,1496491.05
2025,2,FEB,2025-02-08,UK (Continental),State (FIR),SFR,1514468,1480056.87,1441660.38
2025,2,FEB,2025-02-08,UK-Ireland FAB,FAB (FIR),CPF,2022472,1998420.15,1966472.38
2025,2,FEB,2025-02-08,UK-Ireland FAB,FAB (FIR),FTFM,1918197,1873879.3,1832605.21
2025,2,FEB,2025-02-08,UK-Ireland FAB,FAB (FIR),SFR,1809586,1770765.74,1732309.01
2025,2,FEB,2025-02-09,Albania,State (FIR),CPF,96259,95907.28,93999.56
2025,2,FEB,2025-02-09,Albania,State (FIR),FTFM,97868,97184.42,94229.35
2025,2,FEB,2025-02-09,Albania,State (FIR),SFR,90671,90105.81,87288.67
2025,2,FEB,2025-02-09,Armenia,State (FIR),CPF,42584,42338.79,40545.090000000004
2025,2,FEB,2025-02-09,Armenia,State (FIR),FTFM,39410,39198.58,37478.62
2025,2,FEB,2025-02-09,Armenia,State (FIR),SFR,31792,31508.600000000002,30190.24
2025,2,FEB,2025-02-09,Austria,State (FIR),CPF,641083,639603.09,629931.33
2025,2,FEB,2025-02-09,Austria,State (FIR),FTFM,646168,643906.85,629969.74
2025,2,FEB,2025-02-09,Austria,State (FIR),SFR,624854,622784.51,609388.52
2025,2,FEB,2025-02-09,BLUE MED FAB,FAB (FIR),CPF,3361318,3337813.25,3287171.22
2025,2,FEB,2025-02-09,BLUE MED FAB,FAB (FIR),FTFM,3354579,3307581.43,3245098.95
2025,2,FEB,2025-02-09,BLUE MED FAB,FAB (FIR),SFR,3267907,3225761.33,3167541.41
2025,2,FEB,2025-02-09,Baltic FAB,FAB (FIR),CPF,610470,606068.83,580195.16
2025,2,FEB,2025-02-09,Baltic FAB,FAB (FIR),FTFM,614310,603360.49,571562.35
2025,2,FEB,2025-02-09,Baltic FAB,FAB (FIR),SFR,595545,585414.41,556027.53
2025,2,FEB,2025-02-09,Belgium,State (FIR),CPF,441433,439928.42,428542.22000000003
2025,2,FEB,2025-02-09,Belgium,State (FIR),FTFM,481640,475594.38,456753.07
2025,2,FEB,2025-02-09,Belgium,State (FIR),SFR,477836,472303.89,454214.31
2025,2,FEB,2025-02-09,Bosnia and Herzegovina,State (FIR),CPF,265295,265161.58,262643.61
2025,2,FEB,2025-02-09,Bosnia and Herzegovina,State (FIR),FTFM,269120,268895.86,265756.87
2025,2,FEB,2025-02-09,Bosnia and Herzegovina,State (FIR),SFR,258885,258709.84,255626.77000000002
2025,2,FEB,2025-02-09,Bulgaria,State (FIR),CPF,684945,683620.9400000001,663237.75
2025,2,FEB,2025-02-09,Bulgaria,State (FIR),FTFM,671208,668629.34,646669.49
2025,2,FEB,2025-02-09,Bulgaria,State (FIR),SFR,641767,639170.17,618756.17
2025,2,FEB,2025-02-09,Croatia,State (FIR),CPF,425237,424681.79000000004,420258.26
2025,2,FEB,2025-02-09,Croatia,State (FIR),FTFM,424231,423508.49,417961.85000000003
2025,2,FEB,2025-02-09,Croatia,State (FIR),SFR,405888,405400.72000000003,400207.96
2025,2,FEB,2025-02-09,Cyprus,State (FIR),CPF,360074,357821.2,346440.97000000003
2025,2,FEB,2025-02-09,Cyprus,State (FIR),FTFM,362901,357193.01,344841.53
2025,2,FEB,2025-02-09,Cyprus,State (FIR),SFR,343214,337821.54,326832.01
2025,2,FEB,2025-02-09,Czech Republic,State (FIR),CPF,321525,320723.97000000003,314259.65
2025,2,FEB,2025-02-09,Czech Republic,State (FIR),FTFM,318694,316993.4,308128.84
2025,2,FEB,2025-02-09,Czech Republic,State (FIR),SFR,305043,303444.77,295038.28
2025,2,FEB,2025-02-09,DANUBE FAB,FAB (FIR),CPF,1548172,1543497.6400000001,1495755.07
2025,2,FEB,2025-02-09,DANUBE FAB,FAB (FIR),FTFM,1517159,1510812.87,1460307.4
2025,2,FEB,2025-02-09,DANUBE FAB,FAB (FIR),SFR,1444610,1438433.95,1391126.17
2025,2,FEB,2025-02-09,DK-SE FAB,FAB (FIR),CPF,801203,799343.39,791112.16
2025,2,FEB,2025-02-09,DK-SE FAB,FAB (FIR),FTFM,799081,793887.5800000001,782267.3
2025,2,FEB,2025-02-09,DK-SE FAB,FAB (FIR),SFR,784556,779722.85,768744.01
2025,2,FEB,2025-02-09,Denmark,State (FIR),CPF,253541,253366.61000000002,251293.96
2025,2,FEB,2025-02-09,Denmark,State (FIR),FTFM,254637,253626.82,250234
2025,2,FEB,2025-02-09,Denmark,State (FIR),SFR,249578,248730.18,245402.51
2025,2,FEB,2025-02-09,EUROCONTROL Area (PRR),Area (FIR),CPF,27461879,26889658.49,26733238.79
2025,2,FEB,2025-02-09,EUROCONTROL Area (PRR),Area (FIR),FTFM,27489804,26590795.58,26377686.61
2025,2,FEB,2025-02-09,EUROCONTROL Area (PRR),Area (FIR),SFR,26806368,25963269.11,25755513.31
2025,2,FEB,2025-02-09,Estonia,State (FIR),CPF,82269,82049.53,78013.76
2025,2,FEB,2025-02-09,Estonia,State (FIR),FTFM,82025,81842.85,77714.31
2025,2,FEB,2025-02-09,Estonia,State (FIR),SFR,75290,75110.66,71393.11
2025,2,FEB,2025-02-09,FAB CE,FAB (FIR),CPF,2454809,2445007.17,2410660.88
2025,2,FEB,2025-02-09,FAB CE,FAB (FIR),FTFM,2456139,2440627.57,2396476.72
2025,2,FEB,2025-02-09,FAB CE,FAB (FIR),SFR,2359030,2344495.25,2302810.89
2025,2,FEB,2025-02-09,FAB CE (SES RP1),FAB (FIR),CPF,1766805,1758887.46,1730259.05
2025,2,FEB,2025-02-09,FAB CE (SES RP1),FAB (FIR),FTFM,1764053,1751435.6600000001,1714006.02
2025,2,FEB,2025-02-09,FAB CE (SES RP1),FAB (FIR),SFR,1694305,1682285.78,1647015.6600000001
2025,2,FEB,2025-02-09,FAB CE (SES RP2),FAB (FIR),CPF,2191679,2182474.71,2150163.34
2025,2,FEB,2025-02-09,FAB CE (SES RP2),FAB (FIR),FTFM,2187945,2173389.82,2131635.44
2025,2,FEB,2025-02-09,FAB CE (SES RP2),FAB (FIR),SFR,2099805,2086078.38,2046840.88
2025,2,FEB,2025-02-09,FABEC,FAB (FIR),CPF,7324554,7231766.18,7135917.4
2025,2,FEB,2025-02-09,FABEC,FAB (FIR),FTFM,7416884,7199268.54,7072464.74
2025,2,FEB,2025-02-09,FABEC,FAB (FIR),SFR,7324123,7118169.92,6994565.24
2025,2,FEB,2025-02-09,Finland,State (FIR),CPF,131905,131617.72,128413.84
2025,2,FEB,2025-02-09,Finland,State (FIR),FTFM,134294,133525.97,129966.88
2025,2,FEB,2025-02-09,Finland,State (FIR),SFR,130966,130217.7,126613.92
2025,2,FEB,2025-02-09,France,State (FIR),CPF,3929524,3884582.29,3818313.4
2025,2,FEB,2025-02-09,France,State (FIR),FTFM,3938108,3826868.19,3744165.85
2025,2,FEB,2025-02-09,France,State (FIR),SFR,3909909,3804107.94,3722607.69
2025,2,FEB,2025-02-09,Georgia,State (FIR),CPF,218809,218021.67,203772.86000000002
2025,2,FEB,2025-02-09,Georgia,State (FIR),FTFM,214151,212498.59,201503.19
2025,2,FEB,2025-02-09,Georgia,State (FIR),SFR,215860,214672.82,204451.71
2025,2,FEB,2025-02-09,Germany,State (FIR),CPF,2246023,2231684.55,2200692.59
2025,2,FEB,2025-02-09,Germany,State (FIR),FTFM,2276565,2231022.66,2183946.44
2025,2,FEB,2025-02-09,Germany,State (FIR),SFR,2222828,2180636.13,2135639.3
2025,2,FEB,2025-02-09,Greece,State (FIR),CPF,1078391,1075467.74,1062270.7
2025,2,FEB,2025-02-09,Greece,State (FIR),FTFM,1077060,1068814.68,1052471.42
2025,2,FEB,2025-02-09,Greece,State (FIR),SFR,1019786,1013582.78,999789.76
2025,2,FEB,2025-02-09,Hungary,State (FIR),CPF,542430,541672.55,532130.6
2025,2,FEB,2025-02-09,Hungary,State (FIR),FTFM,539816,537785.99,526263.84
2025,2,FEB,2025-02-09,Hungary,State (FIR),SFR,513479,511525.85000000003,500628.19
2025,2,FEB,2025-02-09,Ireland,State (FIR),CPF,315497,315199.58,311164.14
2025,2,FEB,2025-02-09,Ireland,State (FIR),FTFM,287147,286459.46,281729.65
2025,2,FEB,2025-02-09,Ireland,State (FIR),SFR,255751,255311.51,251648.16
2025,2,FEB,2025-02-09,Italy,State (FIR),CPF,1768644,1756105.73,1727183.88
2025,2,FEB,2025-02-09,Italy,State (FIR),FTFM,1774097,1747843.35,1709730.26
2025,2,FEB,2025-02-09,Italy,State (FIR),SFR,1773228,1747797.17,1711274.4
2025,2,FEB,2025-02-09,Latvia,State (FIR),CPF,90486,90160.69,85010.84
2025,2,FEB,2025-02-09,Latvia,State (FIR),FTFM,91954,91517.75,86576.51
2025,2,FEB,2025-02-09,Latvia,State (FIR),SFR,87258,86859.1,82392.02
2025,2,FEB,2025-02-09,Lithuania,State (FIR),CPF,66004,65819.87,59869.630000000005
2025,2,FEB,2025-02-09,Lithuania,State (FIR),FTFM,67388,67075.19,60445.01
2025,2,FEB,2025-02-09,Lithuania,State (FIR),SFR,64327,63954.62,57830.6
2025,2,FEB,2025-02-09,Malta,State (FIR),CPF,149695,149333.14,146785.95
2025,2,FEB,2025-02-09,Malta,State (FIR),FTFM,139707,139559.97,137229.43
2025,2,FEB,2025-02-09,Malta,State (FIR),SFR,125764,125699.66,123848.83
2025,2,FEB,2025-02-09,Moldova,State (FIR),CPF,2437,2438.2000000000003,2047.3500000000001
2025,2,FEB,2025-02-09,Moldova,State (FIR),FTFM,1200,1193.8,994.97
2025,2,FEB,2025-02-09,Moldova,State (FIR),SFR,1188,1181.33,983.8000000000001
2025,2,FEB,2025-02-09,Morocco,State (FIR),CPF,987717,984058.52,973978.72
2025,2,FEB,2025-02-09,Morocco,State (FIR),FTFM,988820,980752.1900000001,969504.34
2025,2,FEB,2025-02-09,Morocco,State (FIR),SFR,963981,956955.28,945919.9500000001
2025,2,FEB,2025-02-09,NEFAB,FAB (FIR),CPF,701588,693955.86,683316.68
2025,2,FEB,2025-02-09,NEFAB,FAB (FIR),FTFM,701564,691759.79,679698.6
2025,2,FEB,2025-02-09,NEFAB,FAB (FIR),SFR,670398,660874.18,649815.12
2025,2,FEB,2025-02-09,Netherlands,State (FIR),CPF,441926,440095.78,432290.71
2025,2,FEB,2025-02-09,Netherlands,State (FIR),FTFM,440776,435231.56,424327.06
2025,2,FEB,2025-02-09,Netherlands,State (FIR),SFR,430730,425608.5,414974.44
2025,2,FEB,2025-02-09,North Macedonia,State (FIR),CPF,68577,68467.22,67511.79000000001
2025,2,FEB,2025-02-09,North Macedonia,State (FIR),FTFM,69557,69398.53,67898.24
2025,2,FEB,2025-02-09,North Macedonia,State (FIR),SFR,65758,65642.29000000001,64273.41
2025,2,FEB,2025-02-09,Norway,State (FIR),CPF,396720,395000.64,391709.25
2025,2,FEB,2025-02-09,Norway,State (FIR),FTFM,392937,389351.76,385166.79
2025,2,FEB,2025-02-09,Norway,State (FIR),SFR,375883,372443.96,368531.3
2025,2,FEB,2025-02-09,Poland,State (FIR),CPF,544848,543265.6900000001,520696.9
2025,2,FEB,2025-02-09,Poland,State (FIR),FTFM,546986,538829.51,511239.17
2025,2,FEB,2025-02-09,Poland,State (FIR),SFR,531049,523773.99,498098.22000000003
2025,2,FEB,2025-02-09,Portugal (Continental),State (FIR),CPF,837973,835464.27,825837.0700000001
2025,2,FEB,2025-02-09,Portugal (Continental),State (FIR),FTFM,832090,826279.73,814680.64
2025,2,FEB,2025-02-09,Portugal (Continental),State (FIR),SFR,833259,828149.12,817098.86
2025,2,FEB,2025-02-09,Romania,State (FIR),CPF,862966,861404.24,832288.76
2025,2,FEB,2025-02-09,Romania,State (FIR),FTFM,846064,844450.05,813741.27
2025,2,FEB,2025-02-09,Romania,State (FIR),SFR,799858,798329.11,769528.49
2025,2,FEB,2025-02-09,SES Area (RP2),Area (FIR),CPF,22370047,22014127.28,21802090.6
2025,2,FEB,2025-02-09,SES Area (RP2),Area (FIR),FTFM,22324966,21719498.91,21451795.89
2025,2,FEB,2025-02-09,SES Area (RP2),Area (FIR),SFR,21811317,21238582.63,20983588.35
2025,2,FEB,2025-02-09,SES Area (RP3),Area (FIR),CPF,20638043,20336695.06,20130751.73
2025,2,FEB,2025-02-09,SES Area (RP3),Area (FIR),FTFM,20660032,20133565.03,19875380.73
