YEAR,MONTH_NUM,MONTH_MON,APT_ICAO,APT_NAME,STATE_NAME,TF,VALID_FL,NO_REF,TOTAL_REF_NB_FL,TOTAL_REF_TIME_MIN,TOTAL_ADD_TIME_MIN,COMMENT
2019,01,JAN,LOWW,Vienna,Austria,9675,7447,176,7271,48128.8,20036.083333333303,
2019,01,JAN,EBBR,Brussels,Belgium,8526,8308,277,8031,61236.5,24422.5,
2019,01,JAN,EBCI,Charleroi,Belgium,2318,2312,50,2262,16300,5499,
2019,01,JAN,LBSF,Sofia,Bulgaria,2300,1780,86,1694,15447,5103,
2019,01,JAN,LDZA,Zagreb,Croatia,1518,1518,154,1364,9784,4357,
2019,01,JAN,LKPR,Prague,Czech Republic,4982,3640,212,3428,22854.2,8717.8,
2019,01,JAN,EKCH,Copenhagen - Kastrup,Denmark,9712,9667,587,9080,74960.59,39412.16,
2019,01,JAN,EETN,Tallinn,Estonia,1799,1433,38,1395,6363,4495,
2019,01,JAN,EFHK,Helsinki - Vantaa,Finland,8179,8121,641,7480,52408.225,64094.875,
2019,01,JAN,LFBO,Toulouse-Blagnac,France,,,,,,,NO DATA RECEIVED
2019,01,JAN,LFLL,Lyon-Saint-Exupéry,France,4407,4389,172,4217,27989.3,11092.7,
2019,01,JAN,LFML,Marseille-Provence,France,,,,,,,DATA ISSUE
2019,01,JAN,LFMN,Nice-Côte d’Azur,France,4098,4098,197,3901,30004.3,8228.7,
2019,01,JAN,LFPG,Paris-Charles-de-Gaulle,France,19331,18924,1365,17559,201344.9,95407.3833333333,
2019,01,JAN,LFPO,Paris-Orly,France,8733,8671,305,8366,64241.9,24170.4333333333,
2019,01,JAN,LFSB,Bâle-Mulhouse,France,2551,2535,70,2465,19235,8672,
2019,01,JAN,EDDB,Berlin - Brandenburg,Germany,3696,2895,110,2785,20350.1633333333,7415.27,
2019,01,JAN,EDDC,Dresden,Germany,745,585,29,556,3933,1004,
2019,01,JAN,EDDE,Erfurt,Germany,234,138,17,121,523.4,330.6,
2019,01,JAN,EDDF,Frankfurt,Germany,18881,17736,743,16993,180630.3183333333,62570.448333333305,
2019,01,JAN,EDDG,Muenster-Osnabrueck,Germany,628,616,32,584,2169,1767,
2019,01,JAN,EDDH,Hamburg,Germany,5548,5495,292,5203,33550.4566666667,12613.5433333333,
2019,01,JAN,EDDK,Cologne-Bonn,Germany,4972,4802,480,4322,39705.615,11871.0016666667,
2019,01,JAN,EDDL,Dusseldorf,Germany,8447,7534,195,7339,63461.095,22045.9716666667,
2019,01,JAN,EDDM,Munich,Germany,15775,10532,302,10230,89281.8,33933.2,
2019,01,JAN,EDDN,Nuremberg,Germany,2114,1819,58,1761,12270.8716666667,3938.978333333333,
2019,01,JAN,EDDP,Leipzig-Halle,Germany,3029,1970,242,1728,16401.526666666698,5785.323333333333,
2019,01,JAN,EDDR,Saarbruecken,Germany,301,301,25,276,898,778,
2019,01,JAN,EDDS,Stuttgart,Germany,4658,3284,47,3237,25621.396666666697,8000.27,
2019,01,JAN,EDDV,Hanover,Germany,2359,2179,227,1952,12733.0883333333,7995.778333333333,
2019,01,JAN,EDDW,Bremen,Germany,1274,1049,53,996,6139.081666666666,2028.668333333333,
2019,01,JAN,LGAV,Athens,Greece,6712,6711,479,6232,42556.62,16361.146666666702,
2019,01,JAN,LHBP,Budapest - Ferihegy,Hungary,4258,4250,384,3866,30010.600000000002,10169.4,
2019,01,JAN,BIKF,Keflavik,Iceland,,,,,,,NO DATA RECEIVED
2019,01,JAN,EICK,Cork,Ireland,1664,750,20,730,4871,1140,
2019,01,JAN,EIDW,Dublin,Ireland,8566,8527,279,8248,71943,34347,
2019,01,JAN,LICC,Catania,Italy,2434,2434,6,2428,17272.4,11721.6,
2019,01,JAN,LIMC,Milan - Malpensa,Italy,7392,6665,261,6404,64816.32,24692.23,
2019,01,JAN,LIME,Bergamo,Italy,3476,3473,58,3415,27651.3,11449.7,
2019,01,JAN,LIMF,Torino Caselle,Italy,1961,1956,50,1906,8855.300000000001,5087.7,
2019,01,JAN,LIML,Milan - Linate,Italy,4534,4070,6,4064,33948,14624.116666666701,
2019,01,JAN,LIPE,Bologna,Italy,2682,2680,27,2653,22693.100000000002,7306.9000000000005,
2019,01,JAN,LIPZ,Venice,Italy,2931,2923,33,2890,22627.4,11049.6,
2019,01,JAN,LIRA,Rome - Ciampino,Italy,1963,1958,82,1876,15010,6867,
2019,01,JAN,LIRF,Rome - Fiumicino,Italy,11522,11496,753,10743,118166.40000000001,55283.6,
2019,01,JAN,LIRN,Naples,Italy,2404,2375,3,2372,13208.800000000001,6650.2,
2019,01,JAN,EVRA,Riga,Latvia,3133,3122,132,2990,21059.3,24763.7,
2019,01,JAN,ELLX,Luxembourg,Luxembourg,2986,2815,73,2742,21432,9920,
2019,01,JAN,LMML,Malta,Malta,2136,2091,35,2056,9451,5918,
2019,01,JAN,GMMN,Mohammed V International,Morocco,,,,,,,NO DATA RECEIVED
2019,01,JAN,GMMX,Menara,Morocco,,,,,,,NO DATA RECEIVED
2019,01,JAN,EHAM,Amsterdam - Schiphol,Netherlands,19264,19033,801,18232,180331.8566666666,80031.2266666667,
2019,01,JAN,ENBR,Bergen,Norway,,,,,,,DATA ISSUE
2019,01,JAN,ENGM,Oslo - Gardermoen,Norway,9841,9225,171,9054,71525.40000000001,69788.6,
2019,01,JAN,ENVA,Trondheim,Norway,,,,,,,DATA ISSUE
2019,01,JAN,ENZV,Stavanger,Norway,,,,,,,DATA ISSUE
2019,01,JAN,EPWA,Warszawa - Chopina,Poland,7441,5480,229,5251,34217.744999999995,16443.255,
2019,01,JAN,LPFR,Faro,Portugal,1280,1073,652,421,3728,554,
2019,01,JAN,LPPR,Porto,Portugal,3558,3555,35,3520,22414.2,9139.466666666665,
2019,01,JAN,LPPT,Lisbon,Portugal,8202,8196,64,8132,73190.2566666667,27268.91,
2019,01,JAN,LROP,Bucharest - Otopeni,Romania,4637,4541,190,4351,26462.600000000002,21682.4,
2019,01,JAN,LZIB,Bratislava,Slovakia,775,623,154,469,3117.7000000000003,1073.3,
2019,01,JAN,LJLJ,Ljubljana,Slovenia,1253,1156,111,1045,6351,5104.0166666666655,
2019,01,JAN,GCFV,Fuerteventura,Spain,1986,1904,112,1792,11570.4283333333,3841.2050000000004,
2019,01,JAN,GCLP,Gran Canaria,Spain,5642,5589,512,5077,34746.675,14697.6583333333,
2019,01,JAN,GCRR,Lanzarote,Spain,2499,2480,101,2379,13492.2716666667,6143.061666666666,
2019,01,JAN,GCTS,Tenerife Sur - Reina Sofia,Spain,3354,3339,92,3247,21057.3183333333,10560.064999999999,
2019,01,JAN,GCXO,Tenerife North,Spain,2977,2917,100,2817,13159.484999999999,7020.281666666666,
2019,01,JAN,LEAL,Alicante,Spain,2990,2939,125,2814,19740.3,6810.916666666666,
2019,01,JAN,LEBB,Bilbao,Spain,1670,1648,58,1590,9636.001666666665,3374.981666666666,
2019,01,JAN,LEBL,Barcelona,Spain,11966,11965,501,11464,134662.1633333333,20478.57,
2019,01,JAN,LEIB,Ibiza,Spain,1139,1139,32,1107,4931.05,1680.25,
2019,01,JAN,LEMD,Madrid - Barajas,Spain,16382,15722,1171,14551,184884.1333333333,48800.3166666667,
2019,01,JAN,LEMG,Málaga,Spain,4239,4124,370,3754,27541.1783333333,10881.4716666667,
2019,01,JAN,LEPA,Palma de Mallorca,Spain,4223,4123,342,3781,32860.380000000005,6330.403333333333,
2019,01,JAN,LEVC,Valencia,Spain,2761,1726,271,1455,8398.936666666666,4618.78,
2019,01,JAN,LEZL,Sevilla,Spain,2340,2338,149,2189,10015.68,4725.37,
2019,01,JAN,ESGG,Göteborg,Sweden,2670,2657,119,2538,15956.9,9675.1,
2019,01,JAN,ESSA,Stockholm - Arlanda,Sweden,9143,9124,438,8686,66271.83166666671,27876.1683333333,
2019,01,JAN,LSGG,Geneva,Switzerland,7696,7694,673,7021,45056.4683333333,25009.6316666667,
2019,01,JAN,LSZH,Zürich,Switzerland,10836,8756,498,8258,67832.3366666667,31439.846666666697,
2019,01,JAN,LTFM,Istanbul,Türkiye,,,,,,,NO DATA RECEIVED
2019,01,JAN,EGBB,Birmingham,United Kingdom,3814,3797,75,3722,25671.879999999997,10502.3366666667,
2019,01,JAN,EGCC,Manchester,United Kingdom,6841,6690,394,6296,62783.8,26658.2,
2019,01,JAN,EGGD,Bristol,United Kingdom,,,,,,,NO DATA RECEIVED
2019,01,JAN,EGGW,London - Luton,United Kingdom,4912,4893,17,4876,42324.700000000004,17585.3,
2019,01,JAN,EGKK,London - Gatwick,United Kingdom,9897,9891,110,9781,113096.7,45884.3,
2019,01,JAN,EGLC,London - City,United Kingdom,3305,3293,0,3293,15124,10282,
2019,01,JAN,EGLL,London - Heathrow,United Kingdom,18915,18912,273,18639,301300.5,94352.5,
2019,01,JAN,EGNT,Newcastle,United Kingdom,1686,1359,15,1344,11622.6,3433.4,
2019,01,JAN,EGPD,Aberdeen,United Kingdom,1956,1956,55,1901,14773.300000000001,9357.766666666666,
2019,01,JAN,EGPF,Glasgow,United Kingdom,2916,2897,65,2832,24575.7,7113.3,
2019,01,JAN,EGPH,Edinburgh,United Kingdom,4481,4479,20,4459,38112.8,12476.2,
2019,01,JAN,EGSS,London - Stansted,United Kingdom,7511,7479,313,7166,67645.5,25715.5,
2019,02,FEB,LOWW,Vienna,Austria,9248,8568,263,8305,55781.200000000004,19969.8,
2019,02,FEB,EBBR,Brussels,Belgium,7663,7590,279,7311,55634.5,20690.5,
2019,02,FEB,EBCI,Charleroi,Belgium,2280,2275,14,2261,15665,5037,
2019,02,FEB,LBSF,Sofia,Bulgaria,2092,1836,138,1698,15495,4244,
2019,02,FEB,LDZA,Zagreb,Croatia,1412,1411,101,1310,9056,3148,
