YEAR,MONTH_NUM,MONTH_MON,APT_ICAO,APT_NAME,STATE_NAME,TF,VALID_FL,NO_REF,TOTAL_REF_NB_FL,TOTAL_REF_TIME_MIN,TOTAL_ADD_TIME_MIN,COMMENT
2018,01,JAN,LOWW,Vienna,Austria,8546,7841,366,7475,48963.5,18452.866666666698,
2018,01,JAN,EBBR,Brussels,Belgium,8449,8410,360,8050,61529.5,22937.5,
2018,01,JAN,EBCI,Charleroi,Belgium,2193,2184,36,2148,15858.4,4540.6,
2018,01,JAN,LBSF,Sofia,Bulgaria,2223,1751,140,1611,14961,4211,
2018,01,JAN,LDZA,Zagreb,Croatia,1518,1515,125,1390,9623.300000000001,3335.7000000000003,
2018,01,JAN,LKPR,Prague,Czech Republic,4956,4495,163,4332,29895.9,10300.1,
2018,01,JAN,EKCH,Copenhagen - Kastrup,Denmark,9471,9445,581,8864,72043.9866666667,27682.4966666667,
2018,01,JAN,EETN,Tallinn,Estonia,1627,1378,110,1268,5796,2869,
2018,01,JAN,EFHK,Helsinki - Vantaa,Finland,7754,7713,807,6906,46250.951666666704,46940.6816666667,
2018,01,JAN,LFBO,Toulouse-Blagnac,France,,,,,,,NO DATA RECEIVED
2018,01,JAN,LFLL,Lyon-Saint-Exupéry,France,4191,4181,119,4062,29625.600000000002,9504.4,
2018,01,JAN,LFML,Marseille-Provence,France,,,,,,,NO DATA RECEIVED
2018,01,JAN,LFMN,Nice-Côte d’Azur,France,4113,4113,158,3955,30195.8,11045.2,
2018,01,JAN,LFPG,Paris-Charles-de-Gaulle,France,18618,18505,1214,17291,194694.2,57197.75,
2018,01,JAN,LFPO,Paris-Orly,France,8817,8793,277,8516,64332.4,25287.716666666696,
2018,01,JAN,LFSB,Bâle-Mulhouse,France,2489,2471,182,2289,17073.2,6395.8,
2018,01,JAN,EDDB,Berlin - Brandenburg,Germany,3684,3223,217,3006,22436.32,9108.496666666666,
2018,01,JAN,EDDC,Dresden,Germany,,,,,,,NO DATA RECEIVED
2018,01,JAN,EDDE,Erfurt,Germany,200,120,24,96,387,183,
2018,01,JAN,EDDF,Frankfurt,Germany,18450,18348,1093,17255,175783.525,61017.158333333304,
2018,01,JAN,EDDG,Muenster-Osnabrueck,Germany,606,600,67,533,1879.5,1476.5,
2018,01,JAN,EDDH,Hamburg,Germany,5350,5328,533,4795,29685.795,12968.9883333333,
2018,01,JAN,EDDK,Cologne-Bonn,Germany,4987,4832,473,4359,37131.5016666667,12749.8316666667,
2018,01,JAN,EDDL,Dusseldorf,Germany,7386,7263,300,6963,58121.20833333331,20990.574999999997,
2018,01,JAN,EDDM,Munich,Germany,15280,13828,537,13291,115315.5333333333,41258.4666666667,
2018,01,JAN,EDDN,Nuremberg,Germany,2214,1831,114,1717,11403.62,3848.546666666666,
2018,01,JAN,EDDP,Leipzig-Halle,Germany,2887,2496,521,1975,18949.648333333298,6755.201666666666,
2018,01,JAN,EDDR,Saarbruecken,Germany,305,302,34,268,819,644,
2018,01,JAN,EDDS,Stuttgart,Germany,4541,4035,166,3869,29550.01,9288.74,
2018,01,JAN,EDDV,Hanover,Germany,2429,2160,273,1887,12186.305,5623.245,
2018,01,JAN,EDDW,Bremen,Germany,1226,1012,60,952,5796.46,1936.5066666666662,
2018,01,JAN,LGAV,Athens,Greece,6144,6143,407,5736,36198.53,16060.52,
2018,01,JAN,LHBP,Budapest - Ferihegy,Hungary,4089,4081,311,3770,28880.100000000002,8387.9,
2018,01,JAN,BIKF,Keflavik,Iceland,,,,,,,NO DATA RECEIVED
2018,01,JAN,EICK,Cork,Ireland,1231,697,50,647,4176,1269,
2018,01,JAN,EIDW,Dublin,Ireland,8272,8241,687,7554,65056.5,37919.5,
2018,01,JAN,LICC,Catania,Italy,2215,2215,10,2205,15609,5981,
2018,01,JAN,LIMC,Milan - Malpensa,Italy,6742,6413,332,6081,61335.796666666705,22874.103333333303,
2018,01,JAN,LIME,Bergamo,Italy,3413,3404,2,3402,28295.5,11357.5,
2018,01,JAN,LIMF,Torino Caselle,Italy,1821,1809,50,1759,10314,4800,
2018,01,JAN,LIML,Milan - Linate,Italy,4497,4336,62,4274,35949.89,16106.1766666667,
2018,01,JAN,LIPE,Bologna,Italy,2514,2511,37,2474,20708.4,6774.6,
2018,01,JAN,LIPZ,Venice,Italy,2682,2681,27,2654,20155,7300,
2018,01,JAN,LIRA,Rome - Ciampino,Italy,2081,2073,666,1407,11526,6063,
2018,01,JAN,LIRF,Rome - Fiumicino,Italy,10820,10804,537,10267,105713.40000000001,50622.6,
2018,01,JAN,LIRN,Naples,Italy,2349,2317,12,2305,14028.300000000001,6497.7,
2018,01,JAN,EVRA,Riga,Latvia,3013,2995,115,2880,18988,16375,
2018,01,JAN,ELLX,Luxembourg,Luxembourg,3017,2850,92,2758,19749.8,10082.2,
2018,01,JAN,LMML,Malta,Malta,2093,2019,34,1985,9208,5654,
2018,01,JAN,GMMN,Mohammed V International,Morocco,,,,,,,NO DATA RECEIVED
2018,01,JAN,GMMX,Menara,Morocco,,,,,,,NO DATA RECEIVED
2018,01,JAN,EHAM,Amsterdam - Schiphol,Netherlands,19180,18978,1223,17755,155850.7033333333,55065.8633333333,
2018,01,JAN,ENBR,Bergen,Norway,,,,,,,DATA ISSUE
